review_date,review_title,review_comment,review_rating
20 May 2016,Why y'all gotta be dissing on Dixieland?,Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,10
29 July 2016,Could've been better,Angry Birds Movie is a movie based off of the hit game app called Angry Birds There was also a cartoon that came out back in 2013 called Angry Birds Toon which has also received mediocre reviews and may have also been an unnecessary adaptation though I haven t seen it But what s different is that this one gives the birds legs and dialogue to work with It stars Red a hot headed red bird who reacts childishly to almost everything Now I am not a fan of irritable characters but in some scenes I could see why the things that annoy him would be annoying like for instance a bird sitting next to you sneezing on your popcorn while you re trying to enjoy a movie Red and his friends the crybaby Bomb and the hyperactive crazy Chuck encounter pigs who want to destroy the island So the kind hearted Red and his friends must do something to try to stop them which includes acting angry and using slingshots while also using special powers now I don t remember that in the game The character Chuck is usually really annoying I don t see what s the deal with him zipping around but they could ve developed his character more He rarely has his moments where he s being kind but unfortunately it s stopped by Red who s better but is still a mediocre character Bomb sometimes whines and it gets pretty annoying Terrence is probably the best character out of this that I could think of He s above average as he can be a little too aloof but his grunts are pretty funny and he does have some redemption towards the end His character is inconsistent overall The movie tries to stay true to the franchise but it has some unrealistic moments like the birds using special powers now I don t know if there is a game where that could happen but if there isn t put that in a game And I don t know how the baby birds can sing that well already and the village be restored that fast The animation and character designs are kind of cute they do have some flaws but they re alright This was an unnecessary corny adaptation to the game Though it wasn t as bad as I thought it would be it does have some funny moments It relies unnecessarily on crude humor And the mid credits scenes were annoying,5
17 May 2016,"In my opinion, a misunderstood great movie",Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,8
2 June 2016,So plucking better than the game!,OK first off the idea of a movie from a game sounded like a sure flop to me hello Mario Brothers But I must say the story and the animation were awesome and the anger so real you wanna join in There are many wisecracks some Kleenex moments and just plenty of things shooting out of those birds rears so much to make it worth your time If you have a wee person who could never put your phone down playing the game this movie is sure to make that obsession shoot through the sky,10
2 June 2016,Great movie,I think the movie was a great movie It had a good plot and was the right length of time There wasn t too many funny parts like the rhyme if you add to much sugar it will become to sweet I didn t give it a 10 because it wasn t my type of movie but i know it will be lots of children s favorite movie for a long time It is also a movie parents will enjoy It is exactly like the game but turned into a story and plot Positives Both parents and children will enjoy it Great plot Right amount of time Wasn t to many funny parts,8
22 July 2016,Bland and without substance,Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,6
13 May 2016,Angry birds is a must see ! This movie will solve all your anger issues,I loved the movie I have never played the game The story line was fast page and engaging The animation was excellent This is a kids movie however it reaches out To all ages I saw 3 year old kids and Grandparents in the audience laughing at the same jokes Even thou it was based on app that had billion downloads The story stands on it own It has important lessons through out However nothing that was over the top Reds character certainly Teaches us lessons On anger what happens when we loose control Why it s import to mange our anger Of course you will see yourself in one The characters I have decided I am chuck and sometimes bomb Enjoy,10
29 July 2016,You'll feel like you've had a bird crap and vomit on you,3 4 of 10 If having a bird crap and vomit on you is your idea of a good time you may enjoy the green pork and white eggs this film offers I m not sure how they coaxed Sean Penn into this Maybe a favor for a friend The rest of the cast isn t surprising or add anything to it Probably just happy to get a good paying Sony gig The animation and drawing is solid more natural and better than a game so game and cartoon lovers might get some enjoyment out of that But beyond the technical visual and sound aspects the story and characters are disappointing and poorly thought out About the only story element that I enjoyed involved how communities openly trusting and welcoming of traveling carnival acts passing through town are likely to be conned and lose heavily in the deal,3
16 May 2016,Awesome !,So I m almost 30 yo Not the appropriate age to watch Angry Birds right Well I did it anyway Great decision I m not that crazy about animation movies I really enjoyed Zootopia I laughed at Kung Fu Panda I would maybe watch Ice Age again but I d rather watch a decent thriller than a really good cartoon I went into the cinema not knowing what to expect the trailer was funny and appealing but after all it s a movie made after a silly game oh yeah I m not crazy about the game either Then it started I enjoyed every single part of it Literally I wouldn t change a thing about it I mean yeah the story could be a bit more complex but it s a video game You can t make a LOTR like story based on a game with exploding birds I just loved the characters every single one of them being funny as hell The jokes were brilliant I had to force myself to stop laughing at one point because my stomach was aching I still had a smile on my face 2 hours after the movie ended I never thought I could enjoy a cartoon so much I could watch it all over again today and not regret a single moment This might just be the best cartoon I ever saw,9
21 May 2016,Finally a kids movie with a healthy message,It s been a long time since a movie didn t make my kids curious and ask serious questions Don t be fooled by the childish look of the movie the situation in which the birds are is problematic and unheard of in the game In short you identify easily to Red rightfully angered in a crowd of apathetic birds but using his anger to fix things angry birds style The movie kindly makes fun of today s hip culture which leads teens to follow all those narrow minded so called e celebrities and become adults with no character no personality and no good role models except reality TV empty shells The movie does a great job at transcribing our current world in the game universe You ll notice some winks that you kids won t notice but nothing that only an adult should understand if you get what I mean I am very pleased to have brought my kids to a long awaited movie with good morals instead of the mainstream don t listen to your parents or marry the first cool guy you see narrative,10
15 May 2016,Lots of fun( for me AND KIDS),It s been about twenty years or some since I ve been to animated movie MULAN very nice indeed But Angry Birds movie just swept me away fun detailed humorous likeble and even details for an adult which children can understand but in different way you know Water was incredible And the attitude nice change for all this pretty love and easy loving main character I did love the main character because of his coming out of a box being himself and Terence please can I hear your response especially Sean Penn 3D was good work anticipating for a sequel I hope people will find this great movie which is not all about man and woman getting together somehow like almost every movie is all about to get homo sapiens male and female in the business you know Everyone can relate to this,10
25 May 2016,Angry but still cute,Best movie for kids playing angry bird Don t waste time thinking that if that it isn t worth it for wasting time and money Believe me it is great Great story and really funny And forget about the old saying that don t fight with the pig you will get dirty and moreover the pig likes it Best animated film Angry but still cute And most of us had played angry bird once in our life Pigs are cute and cunning but will the birds over smart them angry is good Could be the best film of the year Can t wait for angry bird being smashed in the wall It s got great voices for the birds Life of bird is good Don t get it watch the film to know about it Angry birds look great with hand and legs Watch the film and rate it today,8
27 December 2018,Download the app instead,Normally films based on video games aren t that good but The Angry Birds Movie yeah it isn t the exception to that rule It s not good The story characters voice acting and animation are all pretty bland and the humor falls flat despite the comedic cast I almost laughed once in this movie but that s it Do yourself a favor and download the app instead of watching the movie playing the game is much more satisfying,3
15 May 2016,Pretty good.,While the story isn t the best this film is good for kids and has plenty of good things about it I enjoyed it I really liked the animation it was pleasant to look at and was very colourful The characters were pretty likable too I like some of the main characters most While I haven t played much angry birds from what I know it had quite a few elements from the games in the movie which I know not all video game movies do the best The humour isn t the best but it will make younger children giggle and there were a few funny moments I recommend this film to young kids,7
25 May 2016,Great Family FIlm,Amazing FILM teaches many great lessons fun for all the family teaches the importance of channeling your anger and the importance of nationalism I will buy this once it comes out I loved the character of Red he is a vert realistic character He will act as a good role model for kids much better than the Zoophilia beastiality nonsense It also teaches healthy gender roles and has great animation I m looking forward to more by this studio King Mudbeard was a frightening villain as well,9
16 June 2016,As Enjoyable as I wanted it to be,This is a movie that I was ACTUALLY looking forward to see I ve been a fan of the game from it s inception and I ve played it a lot ever since I would never call myself a die hard fan but I enjoy the games enough to watch any animations that come out of this product Saying that the angry birds toons were wonderfully made that one Star Wars short they did was beautifully animated so for this movie I was at the very least expecting great animation with striking visuals That is EXACTLY what I got and that alone would put this movie on a 6 out of 10 Animation wise this movie is BEAUTIFUL probably the best animated movie in the sense that the visuals have been the most interesting I ve seen so far this year Surpassing Kung Fu Panda 3 and Zootopia I find this movie so colourful and pleasant to watch I could watch this movie on mute and STILL enjoy it to it s fullest In story it is very weak Mighty eagle in particular felt very clich do they do play around with his clich character a bit but not enough to be very funny Also very predictable storyline you can pretty much guess what s going to happen by just watching the trailers However what elevates this from a 6 to 7 for me is the character of RED whom I found surprisingly relatable Keep in mind I was just expecting this movie to make me laugh and entertain me a bit but I found myself really identifying with RED s cynicism and arc Being a grump because of how people treat him and have treated him in the past but still desiring to hang out like a normal bird with everyone else even though he s unable to open up to start a relationship with anyone So I was very pleased with his resolution Overall if you like the game watch the movie Worst case scenario you ll enjoy it but never want to watch it again,6
25 November 2020,"This an okay movie, and nowhere as bad as the critics said",This was surprisingly enjoyable Not great but enjoyable An okay movie for kids I don t know why it got so much hate from critics back then For a movie inspired by a videogame this was pretty decent,7
23 May 2016,A Return to The Golden Age of Animation,Animation is a bigger industry then it has ever been in the past shattering records and setting new standards but a lot of them feel like live action films that have been dressed up in GCI clothing It s a good step toward making animation a serious medium but there was a time when animation had its own comedic style that just wouldn t work in live action Enter the Angry Birds movie Based on the popular smartphone game Angry Birds hearkens back to the golden age of animation especially the Road Runner cartoons The action is energetic and the comedic delivery is always on time There are also a lot of Blink and you ll miss them sight gags as well as some subtle adult humor which the golden age was also known for There isn t one joke that feels out of place and every character has some humorous quirk that works to the film s advantage like Red being a cynical pessimist and Chuck being hyperactive These characters are brought to life by an all star cast who clearly took their roles very seriously and it shows My favorite is probably Peter Dinklage as the Mighty Eagle who the movie portrays as an egotistical superhero type character who is well past his prime The animation itself is beautifully rendered looking practically photo realistic while still being exaggerated and cartoonish The birds are more anthropomorphic than they were in the game having arms and legs and living on a tropical island The same can be said for the pigs who have also been given more human like features and personalities The environments are more realistic than cartoonish but they still have some exaggerated elements that complement the film s tone and characters If you re looking for a dramatic and thought provoking animated film then you won t find it here I recommend Zootopia in that case but if you want to experience the wacky and energetic style that the golden age was known for then I recommend the Angry Birds movie,8
21 May 2016,Kids movie that all the family will love,Very well made movie with great characters and a strong message My sons LOVED it they want to go see it again in the theater next week I m gonna buy the Blu ray for sure there aren t many kids movies as good as this Animation was of a very high quality the music was catchy as hell and the voice acting superb I wasn t expecting a movie based on the angry birds game to be any good but I was totally blown away so far this year it could be the best movie I ve seen period I don t want to spoil anything so I ll just say there are a lot of unexpected twists and you root for the hero all of the way,10
23 June 2016,Best cartoon ever,I can not believe how happy I became after watching this excellent movie After watching the amazing trailer It is noting you have to see the movie for enjoy it The story of angry birds is about flightless birds who are happily living except for one who is called Red Red did not satisfy with his life because he have many problems with other birds so he get angry His angry temper made him attend management class where he meets birds who have been suffering of disenchantment in life just like him Chuck and Bomb The birds are suddenly visited by green pigs who are dumb but funny The birds and pigs quickly befriend each other but Red does not trust the pigs at all Angry bird Red investigate the real reason behind the sudden occupation of the pigs Angry bird Red with his teams including speedy Chuck Josh Gad and the volatile Bomb Danny McBride and legend eagle destroyed pig s plan which was stealing bird s eggs and eating them Finally red with his friends found the way to live happy in bird s island and they become hero,10
1 August 2016,"It is not so bad, more is well below expectations",My expectations for The Angry Birds Movie was bad plus the film at least not as bad as people are saying more is not good dubbing cast it s good Jason Sudeikis Bill Vader Josh Gad Sean Penn Danny McBride and etc the animation is funny plus the pace of the film is bad takes too long for the fight scenes between pigs and birds are almost an hour of stalling more for the final battle is really fun has good jokes the trail sound is good if you like the game your experience with this animation can be even better the Angry Birds movie is a funny and fun animation the characters are good fun more unfortunately the film is full of problems it takes too long for expected battle Pigs vs birds Note 5 9,5
3 June 2016,an amazing film!!!,when i first heard that they were making a movie out of the angry birds concept i expected it to be trash But this surpassed my expectations by through its good script and humour i congratulate the directors in making a good film out of a very small concept the birds are really adorable and the whole thing is a pleasure to watch the pigs are also better than i expected the film has an amazing style special mention for the voice over for all the characters which were really apt for the character this film reminds me why i keep watching animation thank you for this adorable film,9
14 May 2016,Watch the birdy!,I recently saw the film with my wife and two children 7 and 9 and we all really enjoyed it The story has enough visual gags and toilet humour to keep most children amused as well as a few adults too and uses it s gaming app heritage to good effect within the very simple story line All the Angry Bird characters make an appearance but with the focus on Red Chuck and Bomb The quality of the animation is excellent and complimented to good effect with the actors voices making it both fun to watch and listen to Some of the slapstick humour reminded me of the old Looney tunes cartoons particularly when the birds are propelled into battle against the pigs while many of the visual jokes in the background are so quick and subtle blink and you ll miss them If you and your kids liked the movie Surfs up then you will probably like this one however you may see similarities in some of the characters Mighty Eagle is just a variation on the Big Z character from Surfs up A film based on a gaming app isn t going to be deep and meaningful but if you just want feel good family entertainment and a good laugh then you won t go far wrong with The Angry Birds Movie,8
15 May 2016,Kinda Unexpected,This movie was unexpectedly good I went into the cinema knowing nothing of it I didn t even like the game It was very nice to watch an animated movie not made by Pixar It was full of bird and pig jokes I watched it in Hungarian language and it didn t become boring even at the end of the film From a peaceful start it became action packed but at the same time it became less interesting for me There are a lot of reference to the open world so you need a little knowledge about it I agree with the PEGI 6 rating it can be easily understood by anyone I really liked the feature that I could unlock new levels on the game with the end credits song It was a nice touch,8
12 May 2016,Great movie equally for adults as to children,Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,9
14 August 2016,What makes the birds to get so angry?,Video games to films is an old topic to discuss it now but the fans from the original source are always in the high hope when they hear news like this Because Angry Birds game is one of the mainstream games which is originally from Finland Despite the mixed reviews it is a box office success and definitely a sequel on the card After lots of animal themed films now in the line of underrated animation Free Birds another the bird s quest begins with this I m not much into this game but I was looking forward to the film since it was first announced Now I m here after the watch and I think is a good film but better suitable for children than the adults That did not stop me from enjoying it The target audience might be the kids with those cute film characters as well as the story but there are some dialogues that are written keeping in mind the grownups Anyway most of the adults won t feel they are in a wrong cinema hall if they regularly watch animation films especially in the present world animations are accepted as for all ages So this is the story about the Red an orphan bird lives in a small house on the sea shore The kids from the island loves him but the adults stay away from him for his bad anger attitude One day a ship of pigs arrives on the bird s island offering friendship but their intention was later known once the valuables things were stolen from them So the revenge and rescue operation begins which stretched with full of action adventure in the remaining parts Filled with lots of fun moments it was much better than I expected Sometimes it looked cute but you know our angry bird Red with his companions makes it not to stay that way Peter Dinklage as Might Eagle was one of the highlights of the film and the rest of the cast did well too It is definitely a great directional debute for the two experienced animators Makes a bit sad how the film was received but after seeing it myself I think its fine Different people have different opinion In my perspective it was a good watch so I surely suggest it especially for animation fans and obviously children 7 10,7
21 May 2016,An amazing movie!,I went to see this movie with my son today and i surprisingly had a good time The cinematics are good humour was quite on point and it had a great moral in the movie Some might argue that the movie came a little bit too late but i tend to disagree My son remembered the main characters and was happy to see them It s important to teach our kids that we not only have to stand up for ourselves but also for others A moral you don t get to see a lot these days Take your family or friends to the movie and have a blast,9
31 May 2016,This movie made me feel understood,Really enjoyed this movie One of the few animated ones that I actually liked It s different in a way but I can t pinpoint what specifically I liked about it The overall feel was just right and I guess I connected with Red the main bird character An invasion of pigs disturbing the peace of a good natured bird people and with an evil intent to abuse the hospitality which they were offered so dearly And the inevitable backlash when the peaceful birds rediscover their angry side and decide to retake what is theirs Being a young man from Germany maybe the theme resonated with me I couldn t help but draw some parallels to the political situation in my country Maybe I m interpreting too much here but the movie is still worth a watch It definitely had some funny scenes which have made me laugh for minutes straight The characters were made with love and I m sure there s at least one that you will really like,9
1 June 2016,Box Office Angry Birds Movie Successful!,We finally that reaches over the 200 million of box office that watched is Angry Birds Movie every single of the first film they created is Rovio Entertainment Inc We made though always people loved this Angry Birds Movie ever in fact that was very hilarious movie ever that s other dramatic if was it the funny scenes that pretty sure more then about installment were getting more angry birds movie to become about the sequel and actually about the prequel Same way this better either way long though time ago back in 1993 i looking on the first one about film based on the video games if was Super Mario Bros The Movie live action same way the 1993 perhaps that have medium levels of the box office when the film is made and masterpiece of the world supervised records of the technical direction and programming support Anything that something WOW Thankfully the Rovio Entertainment has making that more expensive this film about first movie of the Rovio Animation Angry Birds Movie maybe kinda going to watching more interesting that Blue Sky Studios coming for second encountered once it titles Ice Age Collision Course probably gonna be waiting for Anything could we should put someone help fan of Angry Birds Movie if should Rovio tricked and artist on for the little one of the baby blue birds one slingshots as we definitely even one was the heard that Sequel The Angry Birds Movie 2 Rovio Entertainment Animation Film everyone has watched this movie is better right side then way,9
5 October 2016,A Movie For Every Birdy,Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,8
21 May 2016,Pretty awesome!,Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,8
9 August 2021,Really entertaining,This movie has several elements that differentiate it from other animated movies One of them is that of a couple of charming characters the pig king and the mighty eagle The rest are still classic archetypes one is restless the other shy the other struggling for a bit of dignity Things get out of hand after a pig plan to take the eggs from the birds to possibly make an omelette The rescue occurs and everyone is happy and we have a new hero in town There are hilarious moments like when they go for a mighty eagle and end up discovering the key to a heavenly lake The movie is entertaining and can be watched multiple times without guilt,7
29 May 2016,Invaders want to eat their eggs?,Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,7
