review_date,review_title,review_comment,review_rating
10 November 2013,Brilliant Movie,Simply stunning Sandra Bullock in a career best role breathtaking action see it This film will suck you into the void of Space the camera moves with the action and you feel part of the action Grab a seat and enjoy The last time I saw a film this remarkable was Space Odyssey back in 1968 It s a story of survival against all the odds I found myself rooting for the characters from the beginning willing them on The camera work is innovative and the vistas of Earth are quite beautiful The action scenes are exciting It has been a long time since a film has left and indelible impression on me The whole film is beautifully choreographed,10
4 October 2013,'Gravity' has set high expectations for not only it's realistic visual effects but it's cinematography and vivid emotion.,Visually Gravity is unlike what we have seen on a cinema screen before and arguably it has one of the best uses of 3D in a movie The setting is spectacular and the premise is inventive On every other front the movie falters badly Once you get over the initial wonderment surrounding the beautiful visuals the chinks start showing up Overall the script is very weak Apparently the Russians bomb their own satellite by mistake and the debris is flying around at bullet speed smashing everything in its way Now upon hearing an emergency evacuation request Kowalski who has been wasting his precious thrusters all this while floating around spouting inane dialogs orders Ryan Bullock to disengage from whatever she is repairing Apparently Ryan has six months of training only and fails to be responsive and then the trouble starts We come to know that Ryan has some head issues surrounding the death of her daughter as the writer felt a dire need to give Ryan some sort of existential problem in her head to make her character feel more human Apart from this minor bit nothing is presented in terms of character development for any other protagonists Who is Kowalski Who are the people who died in their space pods No idea Then the whole manufactured sense of suspense Every time Ryan gets anywhere near the Air Lock she does it three times the debris presents itself like on cue every single time Then a fire in a space station then running out of Oxygen then something then something It s fine that they used some standard tricks but it all seems so manufactured and mechanical by the numbers suspense Also at times I couldn t shrug off the feeling that what they are showing on screen is not actually factual Do the controls on various international space stations have their national languages on them Really Maybe they do but seems hard to believe when 20 phones are built with custom User interfaces with changeable languages why have your billion dollar space stations with Russian or Chinese characters on your buttons totally beats me Oh manufactured suspense owing to the whole can t understand this thing machinery The the dialogs when they come are nothing to write home about Ryan has a hallucinatory moment when she talks to herself following some Mandarin Chatter on the radio which is cringe worthy I wont even mention the in your face allegory about rebirth which is there for to make the movie seem deeper than it is So what works for the movie It s a cross between an IMAX documentary with some suspense elements thrown it which makes it look path breaking But it s not Not a bad watch but nothing to rave about either,10
22 June 2021,Decent Movie,I disagree with some reviewers that say this film is slow I find the film moving at a good pace not fast not slow If I have any problem with this movie it would be the fact the story is rather bland I felt it was missing layers and depth Overall the film is a good watch it s not boring but it just doesn t have the depth I would expect from a modern sci fi film of this caliber 7 10,7
21 October 2013,A Must Watch,Gravity satisfies you you feel every moment The best 3D movie so far some scenes are amazing Best combination of creativity and technology Alfonso Cuaron is the man he did and intensive research on space Everything is perfect making this movie was a really a very tough task how can anyone imagine such scenes he spend 6 year on this project and now it ll be a case study in film making I given up my dream of becoming a NASA scientist after watching this movie this was the impact on me I felt everything even nausea in zero gravity scene i was literally feeling no gravity in scenes where object comes towards screen i really tried to save myself from those more then 3 times Sandra did a fantastic job without her acting this impact was impossible to create with only 2 character gravity bounds you till the end Cuaron made special instrument to shoot the film and all his hard work now been paid off Whole world is praising this master piece,9
29 October 2013,GRAVITY has gravitas!,Visually Gravity is unlike what we have seen on a cinema screen before and arguably it has one of the best uses of 3D in a movie The setting is spectacular and the premise is inventive On every other front the movie falters badly Once you get over the initial wonderment surrounding the beautiful visuals the chinks start showing up Overall the script is very weak Apparently the Russians bomb their own satellite by mistake and the debris is flying around at bullet speed smashing everything in its way Now upon hearing an emergency evacuation request Kowalski who has been wasting his precious thrusters all this while floating around spouting inane dialogs orders Ryan Bullock to disengage from whatever she is repairing Apparently Ryan has six months of training only and fails to be responsive and then the trouble starts We come to know that Ryan has some head issues surrounding the death of her daughter as the writer felt a dire need to give Ryan some sort of existential problem in her head to make her character feel more human Apart from this minor bit nothing is presented in terms of character development for any other protagonists Who is Kowalski Who are the people who died in their space pods No idea Then the whole manufactured sense of suspense Every time Ryan gets anywhere near the Air Lock she does it three times the debris presents itself like on cue every single time Then a fire in a space station then running out of Oxygen then something then something It s fine that they used some standard tricks but it all seems so manufactured and mechanical by the numbers suspense Also at times I couldn t shrug off the feeling that what they are showing on screen is not actually factual Do the controls on various international space stations have their national languages on them Really Maybe they do but seems hard to believe when 20 phones are built with custom User interfaces with changeable languages why have your billion dollar space stations with Russian or Chinese characters on your buttons totally beats me Oh manufactured suspense owing to the whole can t understand this thing machinery The the dialogs when they come are nothing to write home about Ryan has a hallucinatory moment when she talks to herself following some Mandarin Chatter on the radio which is cringe worthy I wont even mention the in your face allegory about rebirth which is there for to make the movie seem deeper than it is So what works for the movie It s a cross between an IMAX documentary with some suspense elements thrown it which makes it look path breaking But it s not Not a bad watch but nothing to rave about either,8
14 November 2013,Pleased I made the effort to see this film in the cinema..,Visually Gravity is unlike what we have seen on a cinema screen before and arguably it has one of the best uses of 3D in a movie The setting is spectacular and the premise is inventive On every other front the movie falters badly Once you get over the initial wonderment surrounding the beautiful visuals the chinks start showing up Overall the script is very weak Apparently the Russians bomb their own satellite by mistake and the debris is flying around at bullet speed smashing everything in its way Now upon hearing an emergency evacuation request Kowalski who has been wasting his precious thrusters all this while floating around spouting inane dialogs orders Ryan Bullock to disengage from whatever she is repairing Apparently Ryan has six months of training only and fails to be responsive and then the trouble starts We come to know that Ryan has some head issues surrounding the death of her daughter as the writer felt a dire need to give Ryan some sort of existential problem in her head to make her character feel more human Apart from this minor bit nothing is presented in terms of character development for any other protagonists Who is Kowalski Who are the people who died in their space pods No idea Then the whole manufactured sense of suspense Every time Ryan gets anywhere near the Air Lock she does it three times the debris presents itself like on cue every single time Then a fire in a space station then running out of Oxygen then something then something It s fine that they used some standard tricks but it all seems so manufactured and mechanical by the numbers suspense Also at times I couldn t shrug off the feeling that what they are showing on screen is not actually factual Do the controls on various international space stations have their national languages on them Really Maybe they do but seems hard to believe when 20 phones are built with custom User interfaces with changeable languages why have your billion dollar space stations with Russian or Chinese characters on your buttons totally beats me Oh manufactured suspense owing to the whole can t understand this thing machinery The the dialogs when they come are nothing to write home about Ryan has a hallucinatory moment when she talks to herself following some Mandarin Chatter on the radio which is cringe worthy I wont even mention the in your face allegory about rebirth which is there for to make the movie seem deeper than it is So what works for the movie It s a cross between an IMAX documentary with some suspense elements thrown it which makes it look path breaking But it s not Not a bad watch but nothing to rave about either,10
3 July 2014,"Great effects, emetic script",3 10 that s 9 10 for visuals and 1 10 for script Whether this or that could really happen up there in orbit is for me beside the point Sit back suspend your disbelief and enjoy But as a British viewer I am yet again appalled at the mawkishness of the script in an American movie yes I should be used to it by now but it always shocks me Are Americans REALLY this sentimental I larve you Marmmee says cute dying 3 year old girl preferably Shirley Temple look alike and audience are instantly reaching for their hankies I can t believe it My American friends are not like this though that said I have never seen them in a cinema Suffice it to say that I stuck it out to the end for the visuals And S B wasn t at all bad given what she had been given to say But I would never want to see it again unless fully dosed up on anti emetics,3
21 December 2016,"Houston, I have a problem...",Before Gravity occupies the black screen with the same ominous effect than TV series title Lost you have this superposed text about the temperature and pressure in space making life impossible When I saw this my immediate reaction was duh really how about telling me something I don t know I don t mean to be sarcastic but it doesn t take a scientific degree to be aware that life in space is impossible that space couldn t carry sound and air So I was questioning the inclusion of this disclaimer Surely Cuaron trusts enough the intensity of his material not to need to amplify the menace that will pend over the heroine so why the thought challenging director of Children of Men would state the obvious Because he treats a very basic premise in the most basic way taking for granted that just because it is a story of survival we will relate to it It just works on a primal level and Sandra Bullock manages to elevate the material to the required emotional level I was touched by her struggles to get to Earth but the film didn t make me care for how good she was it wasn t a stranded performance in the same level than Tom Hanks in Cast Away but it s not Bullock s to blame but the wrong approach Indeed we understand it s a race around the clock so how about keeping this in subtext and try to enrich the film a little bit We have woman stranded alone in the most hostile place and deprived of the most basic aspect of humanity which is standing and walking yet still using the one human strength still able to work intelligence that was the heart of the film and it worked for the most part But let s not pretend that the triumph of intelligence is enough to make a whole film especially after Apollo 13 Ridley Scott s The Martian dealt with a similar situation but the film spanned a longer amount of time You can t make a journey when the run time is one hour and half but I guess it was the longest such a thin premise could be sustained one hour and half rightfully divided into three half an hours First she still benefits from the advice and company of wisecracking George Clooney half an hour of loneliness and half an hour of a climax and some existential and emotional undertones It works for the most part and again the performance of Sandra Bullock strikes the right emotional chord but there are many moments that can only feel as fillers and you know Gravity only shines through its first and third act but is rather unsatisfying in the middle I feel a bit guilty to criticize the story when there s so much to praise on the special effects but the effects are just vehicles for the story In Gravity you feel like the opposite is happening And when she gets home she s triumphant and we re happy for her but for some reason I expected that to happen and I wasn t as emotionally overwhelmed as I expected I didn t know what exactly was lacking in the film to be honest so I wondered whether it was one that could only benefit from a big screen viewing and there s would be no comparison with a TV or DVD experience I don t think a film can be so spectacular to lose its entertaining value on smaller screen and actually it s thanks to the very DVD of the film that I could pinpoint the problem or let s just say the wasted opportunity When I saw the bonus features and the documentary about the Kessler syndrome I was mesmerized and I enjoyed that half an hour more than the film itself That was something I didn t know I didn t know space has turned to a real junkyard ever since the conquest of the air by the irresponsibility of men and the risk of collision between satellites is increasing and might provoke damage of exponentially spectacular effects each collision creating debris increasing the likelihood of bigger collisions hence making in the short term all the satellite useless and God knows how satellites have became indispensable in our technology driven era Now that would have made one hell of a disclaimer because this is exactly what takes off the action and this is something that could scare us more than anything We relate to Stone as humans but we all directly relate to the satellite issue Even more why the hell did they choose as a cause like a Russian satellite destroyed how about a collision between satellites to emphasize the tragic randomness of these disasters Gravity should have raised this awareness not diminish its impact by choosing an accidental cause Now I don t know how the collision case could have been handled within Stone s misadventure but it could have worked nonetheless since space is such a crowded place Cuaron had a lot of material to work on but he picked the easy choice and seemed in a rush to conclude the film Maybe the effects were too big to maintain them for two hours but still it didn t give him time to work on some little flaws such as Clooney s performance or the timing of the oxygen level These moments felt so cinematic in a film that tries to border on realism and the one moment that felt realistic was the communication with that Eskimo father but then again it took me the DVD features to understand what was going on Would have showing the Eskimos ruined the premise of the film I respect the choice of Cuaron but in the end the story suffers a bit from a rushed directing And what stays in the film is the excellence of the special effects so the flaws of the story are no gravity case but the film isn t a masterpiece for all that,7
18 October 2013,The Only Stars To Shine Here Were In The Visual Effects,Okay for me Sandra Bollock and George Clooney do very very well in comedy or a lighter type movie Neither one is especially remarkable at drama For this one for me they simply were not believable The plot was predictable the dialogue lame I was vastly disappointed with the writing even with Bollock s soliloquy moments they just didn t ring true They weren t believable Nor was she I kept waiting to be swept away to be caught up in the whole drama but it never happened And I m the type of person who lives in the movies I see I become part of them Not this one Those of us who went to see this picture all came out with the same feeling The visual effects were stunning Fantastic That part was not only gripping but frighteningly realistic In fact I m sure there s an Oscar involved there But not for Bollock or Clooney In fact if they are even nominated for this one I m going to think something s radically wrong with the whole process Not that this is a bad movie it isn t Or that they were really bad They just weren t how to explain it They weren t enough They weren t sufficient for the idea the moment Just not as spectacular as I had expected or been led to believe However the feel and emotion of deep space incredible I know for sure I don t ever want to be there That part of this movie was something none of us will be forgetting any time soon,7
25 February 2016,Don't watch this peace of crap unless you want the most disappointing experience ever!,Don t watch this peace of crap unless you want the most disappointing experience ever I can sum this film up in a few sentences to describe it bereaving turning twisting through space bereaving MORE heavy turning FASTER and FASTER Now twisting bereaving Heavy Running out or air to bereave Waiting waiting wasting my time and waiting for something to happen IS something going to happen Oh my goodness something happen you guessed it More twisting turning faster and faster bereaving more heavy W ere TF is the alien watch this and you be waiting for ever for something to happen I love scifi almost all scifi s But this is total crap I don t understand how its got such a high rating I Pray to God that films like this never get made again otherwise i m going to have to stop watching scifi maybe its my taste but maybe not as lots of other people I know have the some view as me about this film Checkout the Turbo Kid now that s a scifi,1
5 February 2018,Visually impressive but...,Visually Gravity is unlike what we have seen on a cinema screen before and arguably it has one of the best uses of 3D in a movie The setting is spectacular and the premise is inventive On every other front the movie falters badly Once you get over the initial wonderment surrounding the beautiful visuals the chinks start showing up Overall the script is very weak Apparently the Russians bomb their own satellite by mistake and the debris is flying around at bullet speed smashing everything in its way Now upon hearing an emergency evacuation request Kowalski who has been wasting his precious thrusters all this while floating around spouting inane dialogs orders Ryan Bullock to disengage from whatever she is repairing Apparently Ryan has six months of training only and fails to be responsive and then the trouble starts We come to know that Ryan has some head issues surrounding the death of her daughter as the writer felt a dire need to give Ryan some sort of existential problem in her head to make her character feel more human Apart from this minor bit nothing is presented in terms of character development for any other protagonists Who is Kowalski Who are the people who died in their space pods No idea Then the whole manufactured sense of suspense Every time Ryan gets anywhere near the Air Lock she does it three times the debris presents itself like on cue every single time Then a fire in a space station then running out of Oxygen then something then something It s fine that they used some standard tricks but it all seems so manufactured and mechanical by the numbers suspense Also at times I couldn t shrug off the feeling that what they are showing on screen is not actually factual Do the controls on various international space stations have their national languages on them Really Maybe they do but seems hard to believe when 20 phones are built with custom User interfaces with changeable languages why have your billion dollar space stations with Russian or Chinese characters on your buttons totally beats me Oh manufactured suspense owing to the whole can t understand this thing machinery The the dialogs when they come are nothing to write home about Ryan has a hallucinatory moment when she talks to herself following some Mandarin Chatter on the radio which is cringe worthy I wont even mention the in your face allegory about rebirth which is there for to make the movie seem deeper than it is So what works for the movie It s a cross between an IMAX documentary with some suspense elements thrown it which makes it look path breaking But it s not Not a bad watch but nothing to rave about either,5
17 November 2013,"Good film, beautiful, with many layers",Visually Gravity is unlike what we have seen on a cinema screen before and arguably it has one of the best uses of 3D in a movie The setting is spectacular and the premise is inventive On every other front the movie falters badly Once you get over the initial wonderment surrounding the beautiful visuals the chinks start showing up Overall the script is very weak Apparently the Russians bomb their own satellite by mistake and the debris is flying around at bullet speed smashing everything in its way Now upon hearing an emergency evacuation request Kowalski who has been wasting his precious thrusters all this while floating around spouting inane dialogs orders Ryan Bullock to disengage from whatever she is repairing Apparently Ryan has six months of training only and fails to be responsive and then the trouble starts We come to know that Ryan has some head issues surrounding the death of her daughter as the writer felt a dire need to give Ryan some sort of existential problem in her head to make her character feel more human Apart from this minor bit nothing is presented in terms of character development for any other protagonists Who is Kowalski Who are the people who died in their space pods No idea Then the whole manufactured sense of suspense Every time Ryan gets anywhere near the Air Lock she does it three times the debris presents itself like on cue every single time Then a fire in a space station then running out of Oxygen then something then something It s fine that they used some standard tricks but it all seems so manufactured and mechanical by the numbers suspense Also at times I couldn t shrug off the feeling that what they are showing on screen is not actually factual Do the controls on various international space stations have their national languages on them Really Maybe they do but seems hard to believe when 20 phones are built with custom User interfaces with changeable languages why have your billion dollar space stations with Russian or Chinese characters on your buttons totally beats me Oh manufactured suspense owing to the whole can t understand this thing machinery The the dialogs when they come are nothing to write home about Ryan has a hallucinatory moment when she talks to herself following some Mandarin Chatter on the radio which is cringe worthy I wont even mention the in your face allegory about rebirth which is there for to make the movie seem deeper than it is So what works for the movie It s a cross between an IMAX documentary with some suspense elements thrown it which makes it look path breaking But it s not Not a bad watch but nothing to rave about either,8
15 September 2022,One lingering question,George Clooney s character is a Lieutenant and presumably a US Naval Aviator There is no way a middle aged Navy Lieutenant would ever be a space shuttle mission commander By his age and position he d have a rank of Commander or Captain Most Space Shuttle mission commanders are currently serving military officers and at the top of their profession not a middle aged Navy Lieutenant that has been passed over for promotion Other than that question it is a very good science fiction survival story The CGI is amazing a compelling story and the action disaster seems are incredible Oh and can anybody figure out the land masses shown on the earth s surface,8
24 March 2015,Possibly the worst space based film ever,This is yet another example of an over hyped and a deeply underwhelming movie I couldn t get past the first 20 minutes but after forcing myself to watch it in full my opinion did not change The decent effects are the only saving grace of this shockingly awful film The actors are also lackluster Also did I mention how many inaccuracies are in the film regarding simple physics Don t waste time watching it I wish I hadn t,1
11 October 2013,Pass the Popcorn review,Judging by various internet rating sites Gravity is currently the best movie from 2013 And along with those who adore and praise it there are many people who have spent all their time after seeing the movie discussing it on various forums The most talked about issue is physics which makes sense since Gravity is a sci fi But I doubt any recent sci fi has ever been analysed so much and also hated and loved at the same time It s obvious that Gravity is a very interesting movie and it seems to be different from the usual stuff Hollywood gives us which should be appreciated Many people have been comparing it to 2001 A Space Odissey which I think best explains and summarizes the fame that s been building around Gravity ever since it came out The story in Gravity unfortunately is not as original as one may think Doctor Ryan Stone Sandra Bullock is a medical engineer on her first mission in space while Matt Kowalski George Clooney is an astronaut on his last mission While trying to repair some damage on the Hubble telescope they are hit by debris from a destroyed satellite which wrecks the space shuttle Explorer leaving only Stone and Kowalski alive Kowalski uses his thruster pack to retrieve Stone who was sent away from the shuttle and together they make their way to the International Space Station Here Gravity becomes a survival thriller a very good one no doubt but still nothing more than that which is a shame since the setting alone allows more psychologically challenging developments I found the cast selection to be confusing why Clooney and Bullock They are not bad actors but I don t think they fit their roles Notably before Bullock was cast there were many other better options and even Robert Downey Jr who was also offered the role of Kowalski would have been better than Clooney playing himself Still both our main actors do a good job especially Bullock who spent months training for her role and even though their characters are not developed enough it s difficult to notice that since the story keeps you glued to your seat Gravity s opening scene is particularly amazing there are no sounds apart from the radio communications among the astronauts and Mission Control and a very long take going in circle shows us Earth the shuttle and the astronauts up close I admire Cuar n s decision to acknowledge there is no sound in space but I d rather have sounds than a soundtrack that s occasionally exaggeratedly loud and unnecessary Furthermore many people claim Gravity is scientifically inaccurate but unless you re a physicist or an aerospace engineer I don t think you will notice mind many of those mistakes besides Cuar n himself admits he adapted the physics to suit the plot Interestingly the movie is only 90 minutes long but feels much longer in a good way It also has a lower budget than many other epic sci fi movies but looks much better Actually Gravity is the most beautiful and tense movie I ve seen in a while with some perfectly directed scenes The tension is mostly built through very long takes and some POV shots In summary it all comes down to this the movie is visually stunning and has loads of potential but doesn t exploit it fully The dialogues and monologues are mostly clich d some even make you cringe Had it been a mostly silent movie had it concentrated on the psychological effect of the fear of imminent death on people Gravity would have been better But it would also have seemed like a Space Odissey ripoff and it definitely wouldn t have been a Hollywood movie Despite its flaws I recommend this movie because it s a unique experience Hollywood probably won t present us again soon Rating 8 10 Read more at http passpopcorn wordpress com,8
28 February 2014,An undercooked waste of talent,Visually Gravity is unlike what we have seen on a cinema screen before and arguably it has one of the best uses of 3D in a movie The setting is spectacular and the premise is inventive On every other front the movie falters badly Once you get over the initial wonderment surrounding the beautiful visuals the chinks start showing up Overall the script is very weak Apparently the Russians bomb their own satellite by mistake and the debris is flying around at bullet speed smashing everything in its way Now upon hearing an emergency evacuation request Kowalski who has been wasting his precious thrusters all this while floating around spouting inane dialogs orders Ryan Bullock to disengage from whatever she is repairing Apparently Ryan has six months of training only and fails to be responsive and then the trouble starts We come to know that Ryan has some head issues surrounding the death of her daughter as the writer felt a dire need to give Ryan some sort of existential problem in her head to make her character feel more human Apart from this minor bit nothing is presented in terms of character development for any other protagonists Who is Kowalski Who are the people who died in their space pods No idea Then the whole manufactured sense of suspense Every time Ryan gets anywhere near the Air Lock she does it three times the debris presents itself like on cue every single time Then a fire in a space station then running out of Oxygen then something then something It s fine that they used some standard tricks but it all seems so manufactured and mechanical by the numbers suspense Also at times I couldn t shrug off the feeling that what they are showing on screen is not actually factual Do the controls on various international space stations have their national languages on them Really Maybe they do but seems hard to believe when 20 phones are built with custom User interfaces with changeable languages why have your billion dollar space stations with Russian or Chinese characters on your buttons totally beats me Oh manufactured suspense owing to the whole can t understand this thing machinery The the dialogs when they come are nothing to write home about Ryan has a hallucinatory moment when she talks to herself following some Mandarin Chatter on the radio which is cringe worthy I wont even mention the in your face allegory about rebirth which is there for to make the movie seem deeper than it is So what works for the movie It s a cross between an IMAX documentary with some suspense elements thrown it which makes it look path breaking But it s not Not a bad watch but nothing to rave about either,
20 October 2013,Amazing Visual Effects,Ever since seeing IMAX Space Hubble 3D I have been fascinated with Space exploration Seeing the trailers reeled me in for this one Suspense explosions and space perfect combination Sandra Bullock gives a very compelling performance and you are on the edge of your seat from beginning to the very end You have no idea what s going to happen one moment to the next and I love that It was unpredictable and full of excitement The images are amazing and you feel as though you right there with Bullock completely and utterly alone scary George Clooney has a minimal role but as usual plays it well The visual effects are enough to make a night to see this film I would like to go back and see it in 3D,10
26 October 2013,A great simulation via 3D... U feel like floating in space..,This movie is absolute thrilling It gives u simulation how one feels while floating in space great camera work and actions absolute stunning 3D A space mission go wrong will to survive sacrifice a cool mind of an astronaut even while dying The only reason for not giving a 10 is that actually the story dips at a point for a moment and the story overall is not that different Moreover the movie will not give u same effect and feel while watching on DVD or TV As the real thing of this movie is the 3D effect which u can enjoy only in theater,8
17 December 2013,Amazing pictures but ....,Im not quite sure people that gave this movie 8 4 rating had seen the same movie i did For the picture it s amazing however i find the movie itself really boring with no twist or any interesting story It s a very similar movie to Buried I went to see the movie after seeing the rating on IMDb a decision i now live to regret I can understand some people really enjoyed the movie and i respect that Yet I can t really figure out how the movie could manage 8 4 10 rating I m now very careful with user ratings on IMDb,4
5 April 2014,"So bad, it's offensive to the force of gravity.",This movie is offensive to the force of gravity and offensive to physics in general It should be offensive to anyone with common sense The film got so much acclaim I assumed it was just off to a bad start I kept waiting for it to develop into something that didn t suck such an unbelievable amount of Rhino something worthy of acclaim acclaim despite a terrible start If I were the force of gravity I d want to sue for slander At least I d get some money back which would be the consolation prize since I will never get those precious hours back I m still laughing at the reviewer who correctly commented that Wyle E Coyote had better adherence to the laws of physics An understatement if anything If you are trying to decide between this movie and watching a color test pattern for 90 minutes go for the test pattern At least test pattern won t make you wretch in response to insipid predictable unrealistic canned dialog Oh yeah AND bad physics p s If you re ever in space with a hot scientist astronaut in zero gravity and your foot is snagged on space station cables and you ve got a tether between you BABY HOLD ON TIGHT because for some reason gravity will start pulling on you as if over a cliff,1
15 November 2013,Cinematics alone don't make for a stellar movie,Visually Gravity is unlike what we have seen on a cinema screen before and arguably it has one of the best uses of 3D in a movie The setting is spectacular and the premise is inventive On every other front the movie falters badly Once you get over the initial wonderment surrounding the beautiful visuals the chinks start showing up Overall the script is very weak Apparently the Russians bomb their own satellite by mistake and the debris is flying around at bullet speed smashing everything in its way Now upon hearing an emergency evacuation request Kowalski who has been wasting his precious thrusters all this while floating around spouting inane dialogs orders Ryan Bullock to disengage from whatever she is repairing Apparently Ryan has six months of training only and fails to be responsive and then the trouble starts We come to know that Ryan has some head issues surrounding the death of her daughter as the writer felt a dire need to give Ryan some sort of existential problem in her head to make her character feel more human Apart from this minor bit nothing is presented in terms of character development for any other protagonists Who is Kowalski Who are the people who died in their space pods No idea Then the whole manufactured sense of suspense Every time Ryan gets anywhere near the Air Lock she does it three times the debris presents itself like on cue every single time Then a fire in a space station then running out of Oxygen then something then something It s fine that they used some standard tricks but it all seems so manufactured and mechanical by the numbers suspense Also at times I couldn t shrug off the feeling that what they are showing on screen is not actually factual Do the controls on various international space stations have their national languages on them Really Maybe they do but seems hard to believe when 20 phones are built with custom User interfaces with changeable languages why have your billion dollar space stations with Russian or Chinese characters on your buttons totally beats me Oh manufactured suspense owing to the whole can t understand this thing machinery The the dialogs when they come are nothing to write home about Ryan has a hallucinatory moment when she talks to herself following some Mandarin Chatter on the radio which is cringe worthy I wont even mention the in your face allegory about rebirth which is there for to make the movie seem deeper than it is So what works for the movie It s a cross between an IMAX documentary with some suspense elements thrown it which makes it look path breaking But it s not Not a bad watch but nothing to rave about either,4
9 December 2013,Gravity Out Of This World,I have seen the movie I was very impressed at the effects I am not going to go into the movie for obvious reasons Highly recommend you go see this movie at the theater Don t wait for it to be released on DVD or Blue Ray you want to watch this on the largest screen possible Thoroughly recommend to go see this movie For a person that is not in too much to Sandra Bullock and George Clooney I was quite surprised that i enjoyed their characters in this movie You are in for an awesome ride so hold on to your seats your in for the ride of your life 3D would be impressive in this movie and would be an absolute hit with 3D Fans,10
28 January 2014,The true meaning of gravity...,Gravity is a movie which I think is very different from all the other space movies that we have seen and that s something that makes this movie unique and special I believe that Alfonso Cuar n did a great job in the direction of this movie and I also think that the interpretation of Sandra Bullock was really great I liked very much this movie because it made me think beyond the space that I used to know and show me the true meaning of gravity and how important it is I also liked very much the special effects that used to this movie and make it exceptional I heard from many people that Gravity was boring and I tried to think some of these spots that it maybe were boring but I could not find any Finally I have to tell you that I strongly recommend it and I believe that if you like space movies then I m sure that you will love it,8
8 August 2021,Effects,I was very upset because I couldn t watch this movie in the cinema It s a movie to watch in the cinema Sandra takes the movie by herself,8
19 October 2013,A turning point in film history,Gravity is one of those movies that one has to watch to be part of film history it s a turning point in the film history time line A new film narrative is born the movement of the camera takes the audience into a different way of understanding the beautiful weirdness of space It made me believe that I was there in space what an achievement It is the director s job to make us feel the emotion to be part of the story to experience what the characters are going through and Cuar n just nailed that part Frame by frame it is perfect I can t easily say My favorite scene is when because it has so many awesome moments and it is a movie shot and edited so carefully with such detail that each frame can be analyzed and be semiotically interesting It is indeed a very smart use of 3D technology and this movie s success also proves that audiences love good surprises people need to be thrilled This movie is a must watch now and in the years to come,10
19 October 2019,A shocking pity,Visually Gravity is unlike what we have seen on a cinema screen before and arguably it has one of the best uses of 3D in a movie The setting is spectacular and the premise is inventive On every other front the movie falters badly Once you get over the initial wonderment surrounding the beautiful visuals the chinks start showing up Overall the script is very weak Apparently the Russians bomb their own satellite by mistake and the debris is flying around at bullet speed smashing everything in its way Now upon hearing an emergency evacuation request Kowalski who has been wasting his precious thrusters all this while floating around spouting inane dialogs orders Ryan Bullock to disengage from whatever she is repairing Apparently Ryan has six months of training only and fails to be responsive and then the trouble starts We come to know that Ryan has some head issues surrounding the death of her daughter as the writer felt a dire need to give Ryan some sort of existential problem in her head to make her character feel more human Apart from this minor bit nothing is presented in terms of character development for any other protagonists Who is Kowalski Who are the people who died in their space pods No idea Then the whole manufactured sense of suspense Every time Ryan gets anywhere near the Air Lock she does it three times the debris presents itself like on cue every single time Then a fire in a space station then running out of Oxygen then something then something It s fine that they used some standard tricks but it all seems so manufactured and mechanical by the numbers suspense Also at times I couldn t shrug off the feeling that what they are showing on screen is not actually factual Do the controls on various international space stations have their national languages on them Really Maybe they do but seems hard to believe when 20 phones are built with custom User interfaces with changeable languages why have your billion dollar space stations with Russian or Chinese characters on your buttons totally beats me Oh manufactured suspense owing to the whole can t understand this thing machinery The the dialogs when they come are nothing to write home about Ryan has a hallucinatory moment when she talks to herself following some Mandarin Chatter on the radio which is cringe worthy I wont even mention the in your face allegory about rebirth which is there for to make the movie seem deeper than it is So what works for the movie It s a cross between an IMAX documentary with some suspense elements thrown it which makes it look path breaking But it s not Not a bad watch but nothing to rave about either,4
8 October 2013,Can't stop thinking about this film,I must tip my hat off to the director Alfonso Cuar n I honesty don t think anyone in Hollywood could have ever pulled this off the way he did I am a huge fan of movies especially sci fi thrillers and drama themed movies and this film seemed to merge all 3 genres in one The sheer claustrophobia from the pov from the actors view made you feel at times that you couldn t breathe and where in that space suit with them Yet the grand realistic looking CGI visuals of space and mother Earth made you feel the camera was actually filming from that very location I was not a fan of Sandra Bullock for many years When she first came out in the 1990 s I remember thinking she was an over hyped standard boring whiny actress that the industry for whatever reason wouldn t stop promoting until she became a household name I didn t think she deserved or earned any of the major roles she received throughout her career My mind did start to change when I saw the movie The Blind Side I do seem to prefer her more serious roles and less of her predictable romantic comedies Now after seeing this epic masterpiece of a film I think Sandra has clearly learned a thing or two about screen presence and actually acting smaller to get a point across She was simply brilliant and on her A game When I say acting small It s kind of what George Clooney does in all of his movies You never see him putting on a show he just acts He acts like an normal guy in the same situation would act It s so simple but it has the most desirable effect It s real and it s done well Not every actor is expected to give us a character like poor Johnny Depp who is plagued with every role he now lands having to be even bigger and more larger than life of the previous role Sandra in this movie is likable easy to watch and you can believe her story and feel the pain fear of her situation as the movie progresses I have never felt that way about any Sandra Bullock performance until now Without question an Oscar contender for both Sandra Bullock and Alfonso Cuar n,10
