Date,Title,Review,Rating
16 July 2022,Peak Michael Douglas,"The most important thing in this film is in my opinion it's meaning. You might be rich and have a luxurious lifestyle, you might be able to buy and do basically anything, but will you?

Michael Douglas delivered a fantastic performance as an average boring businessman, whose life took a big turn and transformed from boring to a complete thriller. We all were probably a bit confused at the end when we realized what had happened. Personally I didn't expect that at all, and I think that's a great thing.

No doubt a great film with a great meaning. One of Fincher's classics. Happy I watched this.
5 out of 5 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
12 April 2011,Full of surprises,"""The Game"" is about a wealthy investment banker, called Nicholas Van Orton, who is given a mysterious birthday present by his brother Conrad. When he participates in this game, unusual events happen that interfere with his daily routine, endangering his life. The closer he gets to figuring out the master behind the game, the more dangerous the events get, making him become closer to death. He must risk everything he has to discover the deadly secret.

The director, David Fincher, creates this film in a great way. The earlier success of his previous film ""Seven"" gave the producers of ""The Game"" an opportunity to acquire a higher profit. The film was eventually ranked #44 on Bravo's 100 Scariest Movie Moments.

This thriller successfully holds suspense the whole way through. The incidents displayed throughout the film are shown in a sequence that continually makes us wonder what is happening, and the rapid change in events keeps us watching. There is a wide range of occurrences happening throughout the movie, which only make sense at the end of the story, so once we have seen a few of the experiences that Nicholas must go through, we are dragged into the film, continually wondering who is good, who is bad, and how the events all link together.

I recommend this film to anyone who likes mystery story's, thrills and suspense. It is fantastically structured, and it is a must see for anyone who likes films in this genre.

8/10 - ""The Game"" is full of surprises and should not be missed!",8
19 November 2020,Rare movie,"Absolute masterpiece. Such an emotional roller coaster, the acting was sublime to such a point where i felt the one being taken advantage of, not at one point where i thought the game ended even at the end of movie, thats how great this movie is.
6 out of 7 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
21 March 2014,I'm 17 years late and I don't regret it,"""The Game"" came out when I was 10 years old, which was my primary obstacle in terms of seeing it sooner than now. The movie gained popularity, and I admit that I should made greater efforts to see it. However, with new movies being released every other week, it is hard to keep track of a movie wish-list. This week, I checked the top-rated films on IMDb and ""The Game"" came up. After watching it, my response is ""better late than never!"" Watching this movie was worth the 17 year wait! There is nothing cheap and desperate about this movie. ""The Game"" is simply a display of high quality cinematography! I am not a film student and have no history or interest in the ""art"" of movie-making. Yet I can recognize great acting, good story-lines, and sufficiently thrilling scenes. To potential viewers, my advice is to remember that I recommended The Game to you! I look forward to the good karma from imparting beneficial advice!
5 out of 6 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
26 July 1999,"Silly, stupid and predictable","This is one of the few comments I decided to write after reading other peoples. Anyone who watched this film and thought the ending was a surprise or twist, my god you couldn't handle the Teletubies.

The film started off ok, but about half way through I realised that things were getting silly and started not to care about the main character at all. In the end it was obvious what was going to happen, but the ridiculous idea that someone could have planned and anticipated every action that someone might take was beyond absurd to say the least.

Then of course we can just fall through a window and be perfectly ok.

I don't want to sound too rude, the film wasn't that bad, but to claim that it was clever and has a shock ending, is ridiculous. The film was silly, unbelievable and very predictable.",1
20 April 2021,Underrated,"Interesting film from start to finish . Keeps you going . Such a good idea for a film . Micheal Douglas brilliant performance.
3 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
16 April 2021,Definitely an interesting one,"Saw this on Netflix and I was fished in by the premise of this film and overall I have to say that I did enjoy it.

What the film did really well was keep you entertained and interested in the story and the reason why that's the more important than usual is, because you have absolutely no idea what direction the film is heading and how it's going to end. Which is incredibly smart as it's mirroring what Michael Douglas' character is also experiencing. But yeah, for a 2hr 10 film it kept the suspense incredibly well from minute one and I was entertained and interested throughout!

The plot itself is very different to what you normally see, but it isn't complicated in anyway. Even though you don't know what direction the film is heading you aren't confused at any stage. So bravo from that front.

I do have a couple of issues with the film that I want to mention.

Michael Douglas' character is extremely unlikeable throughout, to everyone and anyone he's a proper *insert word of your choice* and comes off very obnoxious. I understand why the character is done that way, but considering the film is basically just him it's very annoying to watch.

The ending. I want to say that this isn't a bad ending at all and all the questions you want answering, get answered. However, I found it a tad underwhelming. When a film like this is done, it all hinges on one moment where everything clicks together. So when the ""twist"" happens and the ending comes along I just found the whole thing a bit under done. I'm trying not to give spoilers, but I found everything to be insanely implausible and I couldn't get past it.

Overall though, it's a very good thriller still and definitely worthy of a watch if you haven't done so already.",7
15 November 1998,An interesting concept ruined by several improbabilities.,"It was totally unbelievable that: 1. A network commentator (played by Dan Schorr)could be duplicated to say dialoge on demand. 2. The Michael Douglas character could be left trapped in a taxi and launched underwater with the expectation that he wouldn't be seriously injured or killed. 3. That his character could be expected to impulsively leap from a tall building in a suicide attempt and not be injured or killed. One knows the planning it takes for a professional stunt man to do this.
73 out of 112 found this helpful. Was this review helpful? Sign in to vote.
Permalink",1
1 June 2001,Narrative Shuffling,"All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",
1 June 2005,Wow.,"All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",10
9 May 2021,Wasting time,"All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",1
18 November 2005,"A movie to watch, not analyse","All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",8
31 August 2022,Loved it!,"This is the sort of film that appeals to me a great deal. The plot reminds me a bit of Shutter Island - the subjects of these movies are completely different, but the similarity is that they twist and turn, and repeatedly turn the world on its head, to keep you guessing and make you doubt what in the movie is real. This film seemed to promise that from the description.

And my goodness, did it deliver. I watched it in two chunks, and had to try REALLY hard not to look up what was coming next. It was massively gripping and kept me wanting to watch to find out what was happening.

Michael Douglas does put in a solid performance here. He convincingly carries off the cold, and always-in-control lead character. You can see that he is very used to getting his own way, very used to being in control and in environments he is comfortable in, and how he gradually starts to lose his cool as he finds that control being taken away with nothing he can do about it. Later on, as he is reduced to a very pitiful state, and again it's carried off well, as a man coming to terms with what he has lost.

The ending has apparently gotten some stick, but I actually enjoyed it. I must admit, I didn't guess it at all. Quite often these sorts of movies seem to end either badly, or in a sort of ""it was all a dream"" kind of way, but this one took its own route. I thought it pulled it off well, and it kept me guessing!

My only real gripes were that there is a backstory about the lead character's father, but it's hardly explored and mostly mentioned but then discarded again. I'm not sure it added much. Also, as well as Michael Douglas, pretty much everyone in this gave a really good performance. I just felt that Sean Penn was a bit wasted. He turned in a good show as well but was hardly in it.

If mysteries/conspiracies are your thing and you don't like predictability, this should definitely be your thing.",9
9 March 2003,Worst movie ever.,"All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",1
19 May 2016,"Classic psychological underrated mystery thriller, Michael Douglas best!","A classic mystery thriller the best of Michael Douglas he ever made with David Fincher I love this film to death! It is my third favorite Michael Douglas film. This is my Favorite David Fincher Flick. The first time I saw it I fall in love with it and I kept watching it, since my teen years it is my favorite Michael Douglas film. The Game (1997) is a terrific mystery thriller and it is David Fincher's third feature film and very underrated among st his work. This is a thrilling mystery, that keeps guessing you if it is everything real or just a fiction. David Fincher and Michael Douglas did a terrific and outstanding job. I remember seeing an VHS in the bookstore on a sell page, I wish I would bought this film on VHS than, but lucky I have it on Blu-ray disc. This was a hit in 1997 back than when the movie come out. I even have a co worker who went to see this film in a movie theater. I am going to say it again I love this film to death and I love Michael Douglas!

""I'm being toyed with by a bunch of depraved children...""

Plot: Wealthy San Francisco financier Nicholas Van Orton gets a strange birthday present from wayward brother Conrad: a live-action game that consumes his life.

THERE ARE NO RULES IN THE GAME. And that will make life very difficult for Nicholas Van Orton (Michael Douglas). a successful businessman who is always in control. Van Orton lives a well-ordered life - until an unexpected birthday gift from his brother (Sean Penn) destroys it all. Van Orton has been enrolled in a game - ""a profound life experience"" - that begins quietly enough but soon erupts in a rush of devastating and bizarre events. Like it or not, he must either win the game or lose control of everything in his life.

The movie is a mystery about a game from a company called Consumer Recreation Services (CRS) it is a game like a vacation for holidays, just the vacation comes to you. This is a birthday gift from Connie (Sean Penn) to his brother Nicholas (Michael Douglas). When the game starts you keep thinking this is for real and people are really trying to kill Nicholas to get his money. First they screwed up his brother and now they want to screw him over.

This is very, very well directed thriller and Michael Douglas best performance ever. I found the ending to be brilliant and makes sense. Deborah Kara Unger was extremely gorgeous and very hot sexy babe! I was even in love with her after seeing her in this movie. The scene in which protagonist Van Orton finds a life-size clown doll in his driveway was ranked #44 on Bravo's list of The 100 Scariest Movie Moments.

For a David Fincher fan like myself, there are movies that I actually like they are: Se7en, Zodiac and of course Panic Room (2002) this was the film I went to see it in the movie theater in June 2002, when it was by us released in Slovenia it was actually the first Jodie Foster film I saw in a movie theater. But The Game will always be my favorite David Fincher film and Michael Douglas's third favorite film. I also do think this movie is very underrated and some people don't like it. Well I don't like Fight Club and I am probably the only one , but The Game I love to death. I heard years ago that Michael Douglas had a fun making this film with David Fincher and he would love to do another thriller with Fincher again, if Fincher would offer him another movie role.

My favorite scene in the film is with the taxi cab when the taxi driver leaves him alone the car and the car drives on the pier in the water and Nicholas open's the window with that hook he received for the game package. I love when operatives of CRS are using suppressed Heckler & Koch MP5K's automatic machine gun to shoot the apartment of Christine (Deborah Kara Unger) and opens fire on Nicholas. Nicholas leaps off the skyscraper and crashes through a glass ceiling, but he lands safely in an airbag. There he finds his family and friends awaiting his arrival and The Game is revealed to have just been a game. The accounts have not been drained, the gun was replaced with one firing blanks, and his brother is alive.

I am giving this film a perfect 10 out of 10 which I do believe is a classic David Fincher's underrated psychological best mystery thriller. Mine favorite Michael Douglas film of all time I love it!

The Game is a 1997 American mystery thriller film directed by David Fincher, starring Michael Douglas and Sean Penn, and produced by Propaganda Films and PolyGram Filmed Entertainment. It tells the story of a wealthy investment banker who is given a mysterious gift: participation in a game that integrates in strange ways with his everyday life. As the lines between the banker's real life and the game become more uncertain, hints of a large conspiracy become apparent.

10/10 Grade: Bad Ass Seal Of Approval Studio Studio: PolyGram Filmed Entertainment, Universal Studios Starring: Michael Douglas, Sean Penn, Deborah Kara Unger, Peter Donat, Carroll Baker, Armin Mueller-Stahl, Anna Katarina, Charles Martinet Director: David Fincher Producers: Steve Golin, Ceán Chaffin Screenplay: John Brancato and Michael Ferris Rated: R Running Time: 2 Hr. 9 Mins. Budget: $50.000.000 Box Office: $109,423,648",10
9 January 2012,Excellent,"All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",9
26 October 2008,Hollywoood-style entertainment at its best,"Nicholas Van Orten is a billionaire who has forgotten how to enjoy himself, and how to connect with anyone else. An ex-wife with whom he has little or no contact, a younger prodigal brother, and memories of a father who took his own life are the only human points of contact in his orbit. Pretty poor fare, and his plight is hardly going to top anyone's sympathy list.

Fincher gives the whole thing high production values and a sinister sheen, adding pace and intrigue throughout. He makes excellent use of shadows and light, casting Van Orton's home is a particularly frosty hue. The story moves along briskly and economically, Van Orten fighting to retain control (his biggest fear being to lose control) of a situation that escalates rapidly in a series of adrenaline rushes. The sleek cars, expensive suits and chrome office buildings give way to Mexican dirt and dust and a bus ride with chickens. And that is the game just starting.

Michael Douglas may lack range, but he can match any actor alive in the sneering stakes. Sean Penn is a nice counterpoint, rash and unruly but somehow charming with it.

This isn't a film with a message (except for the inevitable thinly-disguised morality tale element Hollywood so often insists on), and you probably won't watch it twice. But for slick, high paced entertainment that keeps you guessing till the end, this is a great one-off film.",8
21 November 2008,A disappointing ending,"All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",2
30 December 2011,The Lame,"A fabulously rich investment manager signs up for a mysterious activity known as ""The Game,"" which completely disrupts his life. It gets off to an intriguing start, as the anticipation builds for the game. Then the game begins and weird things start happening to Douglas that make no sense outside of sci-fi/fantasy realm. Yet, one watches with some interest expecting everything to be sorted out at some point, a point that never really comes. When the inevitable twist is revealed, one is left bewildered because it invalidates pretty much everything that has happened in the movie. This unbelievably stupid movie doesn't just call for suspension of disbelief, but also suspension of intelligence.
9 out of 20 found this helpful. Was this review helpful? Sign in to vote.
Permalink",2
18 April 2021,Ridiculously far fetched,"This is well made movie and well acted but is based on a totally idiotic and unrealistic storyline. There are moments (to avoid spoilers I will just say the taxi, the end scene) which are just plain silly and ruin what could have been a decent enough thriller. If you must watch it leave you brain behind before you start.
6 out of 9 found this helpful. Was this review helpful? Sign in to vote.
Permalink",3
8 April 2022,"Nice idea, but lacking in cause and effect","All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",6
27 August 2011,Terrible movie.,"All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",1
26 March 1999,"A cinematic abomination, shamelessly manipulative","The worst aspect of this film is how the creators don't care to follow through on their convictions. They are clearly nihilistic. Instead of showing this, they play on the desire of the audience members for something coherent. I left the theater (and my viewing of snippets when I run across it in channel surfing) with a feeling of physical violation, of having had depraved intellects smeared across my brain.

Too harsh? I don't think so. One is expected to empathize with Michael Douglas's character, in trying to understand that all of his arbitrary injuries are in fact aspects of an incredibly complex practical joke. (No, I'm not going to dignify it with the noun ""game."") Yet one is expected, simultaneously, to believe that some malign organization is genuinely trying to destroy him.

The problem with this tension is that if Douglas's free will is ever asserted, the plot (such as it is) instantly collapses. He can't be too smart. He can't think outside a limited set of boxes. He can't match up facts in any way that shows insight -- or else the joke-makers will not be successful in anticipating what he is doing. In short, the story depends on Douglas's character being precisely as vapid as everybody expects of him at his worst, and that he won't give up until they think it best for him to give up.

If Douglas, here, believes the premise of a malign power, he would be more likely to slip up -- with a deadly result for himself or someone else -- out of sheer overconcentration on his situation. Too much stress, y'know? You aren't at your most perceptive. Especially with a gun in your pocket. The plot counts upon his virtues, as dullard as they are, while at the same time undercutting all of them.

The final twist involves the apparent death of someone truly close to him, at his own hand. Yet did it happen? And is such a shock something to be used to deprive -any- human being of personal dignity? So much so that, shortly afterwards, he's expected to recover and be mindlessly festive? I found this to be an instance of psychological torture. If I wanted this, I'd watch the war in Yugoslavia, and CNN has nearly zero marginal cost.

That brilliant cinematography, adept character acting (on occasion), and Douglas's dogged persistence are used all create no excuse for such incoherent manipulation. All we have is a canker on the human spirit.

This is a nihilistic cesspool. Don't waste your money, not even on a 99-cent bargain rental night. If you possess any human sensibilities, you'll berate yourself later... when it isn't giving you nightmares.",1
21 November 2020,A terrifyingly good psychological thriller.,"All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",9
12 March 2021,Excellent Movie,"The game is a thriller right out of the top drawer it's one of those movies that you do not wish to end and a movie that you continue to think of when the credits are through . Michael Douglas and Sean Penn are both brilliant in there roles . Do not miss this movie it would be a crime if you did .
4 out of 5 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
8 May 2021,Great,"Really trippy but fun watch. Fincher is a genius and never disappoints.
2 out of 2 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
14 February 2002,An insult to the intelligence,"This movie was made not long after the movies ""The usual suspects"" and ""seven"" were made. Both of them had what is called a ""surprise ending"". I'd bet a year salary that ,after seeing the success of those films, some greedy producer told his stuff ""I want you to make me this kind of a movie!!"" so the writer first thoght of a surprising end and then had built a movie around it, I don't buy for a second all the other analysis of the movie about ""inner layers"" or some other crap. This movie was meant to make some money by having a surprise ending and that is all. Well, don't get me wrong I love those kind of movies but I hate when I'm presented with something so illogical and insulting to the intelligence. let me explain why: No one is that smart period. no one can predict what someone is gonna do so accurately, it is IMPOSSIBLE. Imagine a crime scene filled with potential clues, it might take a lot of time figuring out the relevant clues and figuring out who is the killer. Now suppose you know exactly who did it and why, so now (suppose you want to look smart) you know exactly what clues are relevant and how to build the chain of evidence that will lead you to the cuLprit. do that and all the other detectives will think you're the smartest man in the world - It is very easy to know what to do in retrospect. and that is exactly the error of the movie - the writer knew the ending and builT the entire movie around it ,because he knew the answer it is easy to reconstruct the questions! so it easy for him to forsee the hero's actions. but ,as I said, No one is smart enough in real life. You think that someone might be? well. for example, there is a famous problem in physics called the 3 body problem: you have 3 bodies revolving around each other and you have to know (knowing the start \ point) their position after an arbitrary time. the equations governing their movement aren't very complicated but even the most powerful supercomputers cannot do that in a reasonable time. only 3 bodies!!!

And in the movie we have much much much more complicated thing -real people, the real world etc. so You're gonna tell me that a small group of actors can predict all what the hero would do in such accuracy? don't make me laugh.

As i said this movie was made to make money by having a surprise ending and It has done so and let all laws of logic be gone to hell.

this movie was awful and an utter insult to the intelligence of anyone with I.Q over 60.",1
10 November 2002,It had me fooled.,"All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",8
18 February 2008,Well what else would expect from the man who gave us Fight Club and Se7en?,"I really had not the slightest clue what I purchased when I bought myself a copy of the game. From the trailer the film looked like it was worth a look and it seemed as if I was also invented to go along for the ride when I picked it up. I would rather not discuss the plot with anyone because this movie is definitely an experience which some could argue come close to what the late Alferd Hitchcock would bring to us , all I can say that after watching you might love it loathe one thing is for certain and that is that won't ever be bored during the course of this journey. As good as Sean Penn is , this was without a shout of a doubt Micheal Douglas's movie , from the begin he just lures you in with his unique form of acting to the point where one actually begins to sympathises with him. There are classic Dave Fincher trademarks whether it be deliberately keeping things dark with plenty of twists and turns and not to mention a tight script. My only complaint was that the movie might just drag a little in places but having said that it never wonders far at all and the action and suspense is great. To conclude I had no idea what this movie would be like when I viewed it last night and I guess that was the trick of it all as we take the ride with Mr Van Orton ! Highly recommended to movie lovers all over the world and make sure this is on your '100 movies to watch before I Die' list ! I promise you that it is an experience as Dave Fincher will play you like a piano and you won't even notice !

THE GAME - 8.6 OUT OF 10

PLAYERS WANTED...",8
2 June 2015,Interesting concept that becomes preposterous and dumb,"All star casting and performances, creative and suspenseful writing, excellent directing, and spot on cinematography and score. A little far fetched you say? Maybe not if you're RICH rich. Either way, that's the point, and why it was so fun! Maybe one day we'll see a Part 2. A well deserved 9/10 from me.",2
25 February 2002,leave your I.Q. at the door.,"If you thought this movie was suspenseful with a plausible plot and ending then you must have really enjoyed paying $6.00 for about 80 cents worth of movie popcorn.

It had to be a real stretch for Douglas to play an uptight business man...I'm guessing he researched the role by watching his last 10 movies. The lemon-twist ending was straight from Hollywood 101 and was probably recycled from a poorly written Alfred Hitchcock Presents episode. If you want to watch a movie with a putz going from one possibly controlled environment to the next then watch ""The Man Who Knew Too Little"". It is just as bad as ""The Game"" but at least it had Bill Murray.
41 out of 76 found this helpful. Was this review helpful? Sign in to vote.
Permalink",1
25 September 2019,I gave it one star just for trying,"I don't want to give anything away since it isn't fair to those who haven't seen the film. However, all in all it's a waste of time, energy money talent. However will comment on the script it's a dud that appears to be very clever, but it's a dud acting - well Michael Douglas isn't an. actor's actor because he always plays the same part - you know - that great comment - we need someone whose like Michael Douglas - you know - gritty, nasty, unhappy, full of himself, not really interesting but sells enough tickets at the box office to make it worth his while.

Rest of the cast is pretty good - they do their best - but really even with the twists and turns the outcome is almost predictable but ridiculous -

A waste of time and money and energy and talent.

It isn't a brain teaser - although it appears to be that, and it tries to be intelligent but misses the mark.",1
29 April 2021,Glad I give it a chance,"It was one of those movies you see recommend on Netflix for a year but never really catch your interest.

The movie has its ups and downs. A bit slow in the second act, but you have to keep on watching for the ending, wich i really didn't see it coming (I mean, i knew it would end that way, but it reached the result in a different way).

Overall good movie and still enjoyable in 2021.
2 out of 2 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
20 January 2021,Such a good mystery thriller,"This is a really interesting and original movie. It keeps you wondering how is thing going to end! Wish they made thrillers as good these days.
4 out of 4 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
31 August 2015,One Of The Best Thrillers Of All Time,"Greetings from Lithuania.

""The Game"" (1997) is a true example of superb, edge of your seat and intelligent thriller. Everything works in this movie so good, that you will be glued to your screen during the whole movie. Saw this movie back in 1997, and 3-4 times after - it hardly gets better than this.

Michael Douglas stars in one of the best films of the great David Fincher (first one is STILL his ""Se7en"" in my opinion) and he does a superb job in creating a wealthy man who gets a birthday present of a lifetime called as ""The Game"". When ""The Game"" starts, you are in a thriller ride of you lifetime.

Overall, ""The Game"" is a good as thriller can possible be. It's not the best of all time, but it is unforgettable movie. Scene by scene you will be involved in this picture, and by the very end you will definitely say, ""what a great movie that was"".",10
29 July 2023,Underappreciated,"Released in 1997, just in between two of Fincher's master films, Se7en and Fight Club this movie never got the attention it truly deserved. Always overlooked by fans and critics, The Game stood in the shadow of Fincher's better films for too long, but it remained an absolute gem if you ask me.

A very fast-paced mystery movie, that keeps you entertained with all the shocker reveals and your mind in doubt under every twist! Dissolved immensely into the film, you can't know for certain whether it's all a harmless prank, a psychotic episode, a fun game, or a criminal ripoff. And oh boy nothing can prepare you for the final act, elaborate on multiple counts.
2 out of 2 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
27 January 2023,Top-notch thriller with a complex script competently directed by David Fincher,"San Francisco , ruthless financer Nicholas Van Orton (Michael Douglas) is a control freak who no longer knows the meaning of fun or frienship . When his estranged , addictive brother Conrad (Sean Penn) enrolls him with a company called ¨Consumer Recreation Services¨ for his birthday , his curiosity is aroused by the offer of a mysterious Game tailored to needs of each participant . At his first application is rejected , but when , on TV , a newscaster begins talking directly to him , Van Orton realises the game's already started and that his actions are being monitored and manipulated . Van Orton goes into the dangerous Game and later on , he tries to pull out of it , but too late . The Game...You Just Lost. It's simple, Play or be Played. Players Wanted. Are you ready to play? The object of the game is to discover the object of.... The Game. What do you get for the man who has everything?.You don't play it, it plays you. John 9;25: ""I was blind, but now I see.""There are no rules in The Game.ed to the needs of each participant.

¨The Game¨ results to be a suspenseful , twisted , intriguing and at times depressing film , in which our starring attempts to find out the mystery in which he becomes involved until a surprising result , as he'll stop at nothing to achieve his purports and at whatever cost . Although the movie's message about complacency transformed by chaos and uncertainty is hackneyed , the alarming twists and turns of the ingenious , witty storyline hold the attention throughout . Interesting and brooding script from John Brancato and Michael Ferris with full of plot twists , surprises, mysteries and fateful happenings . As the privacy of our protagonist is progressively invaded and the situations in which he finds himself become ever more life-threatening . Michael Douglas stars Van Orton giving a terrific acting as a driven wealthy businessman given an opportunity to participate in a mysterious game, desperate to discover the truth , while his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him. This excellent movie is perfectly interpretated by a magnificent plethora of actors playing attractive roles with a great support cast , such as : Sean Penn , Deborah Kara Unger, James Rebhorn , Peter Donat , Carroll Baker, Anna Katarina, Armin Mueller-Stahl , among others.

Displaying an intriguing and moving musical score by great composer Howard Shore . Equally , a glimmer and colorful cinematography by cameraman by Harris savides. This charming and suspenseful motion picture was compellingly directed by David Fincher , though it results to be overlong . David has directed 7 actors in Oscar nominated performances: Brad Pitt, Taraji P. Henson, Jesse Eisenberg, Rooney Mara, Rosamund Pike, Gary Oldman, and Amanda Seyfried. Fincher has shot TV commercials for clients that include Nike, Coca-Cola, Budweiser, Heineken, Pepsi, Levi's, Converse, AT&T and Chanel. He has directed music videos for Madonna, Sting, The Rolling Stones, Michael Jackson, Aerosmith, George Michael, Iggy Pop, The Wallflowers, Billy Idol, Steve Winwood, The Motels and, most recently, A Perfect Circle. As a film director, he has achieved huge successes with Seven (1995), Fight Club (1999) , Panic Room (2002) , The Social Network (2010) , The Girl with the Dragon Tattoo (2011) , Gone Girl (2014) , Zodiac (2007) and this ¨Game¨(1997). Rating , Game: 7.5/10. Better than average. The picture will appeal to thriller buffs . Well worth watching.",7
6 May 2021,A Game That Is Guaranteed to Change His Life,"This film begins with a cold-hearted banker by the name of ""Nicholas Van Orton"" (Michael Douglas) living in a large house all by himself because he has essentially driven off everyone close to him because of his unfriendly demeanor. So one day he is surprised when his younger brother ""Conrad"" (Sean Penn) shows up and offers him a birthday gift card from a company that specializes in a game that is guaranteed to change his life forever. Curious about it he visits the company and after a complete physical is told to wait for further instructions. Not long afterward his entire world is torn apart as he becomes convinced that people are actually out to kill him. What he doesn't realize is how much of his experiences are actually real. Now rather than reveal any more I will just say that this was an entertaining film with the mystery and suspense being maintained from start-to-finish. Likewise, it also had plenty of action and good performances by everyone involved as well. In short, I recommend this movie to those who might enjoy a film of this sort and I have rated it accordingly. Above average.
1 out of 1 found this helpful. Was this review helpful? Sign in to vote.
Permalink",7
13 July 2008,Game over,"What really sets ""The Game"" apart is the metaphysical undercurrent. As a mystery action-thriller, it's great, full of plot-twists and tension. As the game that central-character, Nicholas Van Orton, was offered unfolds, and prank after elaborate prank turns to deadly ambiguous reality, Nicholas loses control of his life but also finds himself as the traveler in a Danteesque hell.

The metaphysical meaning is this: the whole experience works as some sort of purgatory for Nicholas, who gets a chance to redeem himself of his sins (him being a ruthless capitalist businessman and alienated from pretty much everyone around him). At the start of the game, the mysterious organization company CRS (a sort of god, though in the end guided by the mere mortal players' wishes) evaluates Nicholas and his abilities, so that it organizes the perfect experience for him. At the apex of the game, and when Nicholas loses his money, he is being left for dead in a cemetery in Mexico. He metaphorically dies and is reborn a changed man.

The director, David Fincher (of ""Seven"" and ""Fight-Club"" fame) obviously had a ball filming this.",8
28 December 2021,better than I had expected,"I enjoyed this must better than I had expected although I had to say that I thought it was great and then wasn't sure I want it to change and just about I was okay it change back again. I reckon that must be good and I suppose I prepared the earlier David Fincher films, like Seven (1995) and Fight Club (1999) like this one. I liked Michael Douglas, as I usual do, but not very keen on Sean Penn but did like Deborah Kara Unger I also liked in David Cronenberg's Crash (1996).
2 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink",7
