Date,Title,Review,Rating
27 February 2023,Genius. Deserves all the accolades,"My first review! Well because everything everywhere touched places in my heart that I didn't know exist! It is a movie about all those broken dreams and desires that we keep telling ourselves before giving up. All those parallel dimensions where we could be anything but this present version of ourself, where we feel so trapped that unknowingly we keep pushing our loved ones away. Letting go or not, and how sometimes expressing love can heal or start the journey towards healing, is shown through breathtaking graphics and beautiful acting! Very rarely a movie makes me this happy and this joyful!
9 out of 21 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
26 July 2022,a Marvel movie done by Satoshi Kon,"EEAaO is a great movie for a new generation, I wouldn't necessarily recommend it to folks who aren't into high paced movies where you have to pay attention. People who aren't unsure should maybe check out the music videos those two guys directed first to give you a hint. I'm saying that only because I have seen audiences leaving the cinema halfway through the movie, which is a great sign in my opinion. But it is also a double edged sword: it cuts really deep, but sometimes less is more. There are a lot of over-indulgent parts, especially when it comes to running jokes and the 4th act. I think this could have been edited down to a good half an hour, since the catharsis overstays it's welcome.

It's still a great movie regardless, since I always prefer highly original material. Although there is a huge amount of hommages from many famous movies, one that stuck with me after the movie is the editing. There is an element of Satoshi Kon's editing style in how previous scenes are being re-contextualized in a collage of time and space. It's a concept Kon was famous for and Nolan seems to be still striving for. It's really interesting to see other diretors applying this concept. Since I watched Doctor Strange Multiverse of Madness two weeks ago, the comparisons came up necessarily while I was watching. And I was wondering why this movie feels so much better than Doctor Strange in that regard. Obviously there are characters you truly care about here who amount to more than quips.

I honestly prefer Swiss Army Man over this one, but I'm glad that DANIELS is back and hope to see more movies from them in the future. It is truly a great ride once you embrace it.",7
13 May 2022,What Matrix 4 should have been.,"I have trouble turning off my brain. Anxieties, worries, mundane to-dos, even positive things, sometimes feel like they're swirling around in a chaotic funnel cloud and I would like nothing more than to sit in physical and mental silence.

""Everything Everywhere All At Once"" felt like the inside of my head. In a world of non-stop, 24/7 news, most of it bad, how is a person like me, who has trouble filtering out things that affect me directly from all of the other things that are just out there happening in general and over which I have no control, supposed to cope?

One answer is to decide that nothing matters anyway and give up caring. But that means deciding that my wife doesn't matter. And that my kids don't matter. And that art, and nature, and things that bring joy to my life, don't matter.

Another way is to decide that some things, ok maybe most things, don't matter, but that there are things that do, and those are the things that make it all worth it. I get to decide what those things are.

The first approach is nihilistic. The second approach is empowering. This film explores both approaches, and I was a sobbing mess at the end.

I will say there were times that I was a bit exhausted by this movie. It throws a lot on the screen and at the viewer, and occasionally it can't keep up with its ambitions. But this was mostly a home run.

Michell Yeoh does terrific work in this, but the MVP is Ke Huy Quan (Short Round from the ""Indiana Jones"" movies).

Grade: A.",9
14 September 2022,It's hard to make a movie about the multiverse,"It's a complex film that spans a variety of themes, but does each one justice with a carefully written script, wonderful performances, and a healthy dose of bizarre humor to counteract its bleak story. It's a strange movie because it's brave with its creative decisions; as well as rare, but without getting lost along the way. An entertaining and moving story that is testimony to the ambitious and ingenious vision of its filmmakers and the immeasurable talent of its protagonist. It can occasionally feel excessive, but the directors pause for emotional beats that lend weight to the chaos. The noise is part of the experience, but sheer creativity is the reward.
1 out of 2 found this helpful. Was this review helpful? Sign in to vote.
Permalink",7
16 March 2023,Terrible and bring movie,"I can't say any good word about this movie. Utterly boring, couldn't understand what was the storyline. I don't know how what was nominated and won so many Oscars?!!Was it sci-fi? I had to make myself watch this to the end. I'm so glad I didn't have to pay for it. Was this worthy of an Oscar?!'Not To Me!! Was it even in the category of Shindler' list"" to win so many Oscars?!' No! I'm sorry it had no storytelling. I had no idea what it was trying to say. I had to drag myself into two hours of watching this. Acting was OK. But what was it trying to say. To be kind to another and accept each other?! Not sure how can anyone sit through this.
50 out of 75 found this helpful. Was this review helpful? Sign in to vote.
Permalink",1
18 May 2022,You've never seen a movie like this..,"Holy crap that was such a good movie... Interesting from start to finish... Extremely weird but in the best way possible..

Such an interesting take on the multiverse and I could see this movie having sequel's,spinoffs, and series based on it.

I put this on not knowing what to expect and just as something to pass the time, I walked away with my new favorite movie of 2022.
5 out of 11 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
13 June 2022,Outstanding Trip.,"In the first few scenes I was absolutely overwhelmed by the movie. My brain chemistry was getting overloaded but then something either shifted in the movie or in my brain and I was mesmerized.

Excellent cast. Outstanding visuals. Trippy story that embodies just about everything about cinema. I look forward to watching this again. And again.
5 out of 15 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
12 May 2022,ALMOST EVERYTHING I EXPECTED,"This is a fun rollercoaster romp across the multiple dimensions of familial relationships. A fantastic metaphor for dealing with inter-generational despair and disappointment. The gags made me burst out laughing at times and yet the core message was much deeper. That of forgiveness and the the strength of family bonds. Not subtle but fun.

That said, I felt the movie was 10 or 15 minutes too long and could have been edited down to keep my attention.

Yeoh is fantastic as ever. A great watch just to see her! Took me a while to recognise Jamie Lee Curtis. I reckon her best performance ever!!
5 out of 19 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
25 February 2023,One of my top 5 movies of all time,"I went into this movie not knowing what was going on. No idea what the story was, not knowing the premise, and just watching everything unfold throughout was the best way to watch it. It was hilarious, emotional, thought provoking, and it was entirely fueled by Michelle Yeoh's undying commitment to the role. Also, Ke Huy Quan returning to the big screen in years was refreshing. Jamie Lee Curtis being able to adapt to a role, and keep is wondering what's happening with her is amazing. The movie as a whole was a refreshing, original idea, and it dives into the mindset of each character, and what they're going through. It's a phenomenal film.
7 out of 20 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
27 January 2023,Well... I'm still processing.,"First of all, not a bad movie as many are review as a low 3/10.

The movie has some flaws, but overall they are not enough to receive crap reviews. But also, movie is not great.

It starts really good, and get pumped really hard and that's good thing, but then it all start happening really out of sense, the rules of the multiverse start to be broken (for the purpose of the film, which is a bad thing in my opinion) and physics... breaking physics really took me out of the fights (stupid fights)((but good fighting moves).

The concept was great, the story was good, movie to watch once in a few years. Lead and supporting actor were good. VFX good.

Not bad, non great.",7
13 January 2023,Hmmm,"I have trouble turning off my brain. Anxieties, worries, mundane to-dos, even positive things, sometimes feel like they're swirling around in a chaotic funnel cloud and I would like nothing more than to sit in physical and mental silence.

""Everything Everywhere All At Once"" felt like the inside of my head. In a world of non-stop, 24/7 news, most of it bad, how is a person like me, who has trouble filtering out things that affect me directly from all of the other things that are just out there happening in general and over which I have no control, supposed to cope?

One answer is to decide that nothing matters anyway and give up caring. But that means deciding that my wife doesn't matter. And that my kids don't matter. And that art, and nature, and things that bring joy to my life, don't matter.

Another way is to decide that some things, ok maybe most things, don't matter, but that there are things that do, and those are the things that make it all worth it. I get to decide what those things are.

The first approach is nihilistic. The second approach is empowering. This film explores both approaches, and I was a sobbing mess at the end.

I will say there were times that I was a bit exhausted by this movie. It throws a lot on the screen and at the viewer, and occasionally it can't keep up with its ambitions. But this was mostly a home run.

Michell Yeoh does terrific work in this, but the MVP is Ke Huy Quan (Short Round from the ""Indiana Jones"" movies).

Grade: A.",8
18 March 2023,A genius 45 minute movie trapped in the body of a 2 hour 20 flick,"I have trouble turning off my brain. Anxieties, worries, mundane to-dos, even positive things, sometimes feel like they're swirling around in a chaotic funnel cloud and I would like nothing more than to sit in physical and mental silence.

""Everything Everywhere All At Once"" felt like the inside of my head. In a world of non-stop, 24/7 news, most of it bad, how is a person like me, who has trouble filtering out things that affect me directly from all of the other things that are just out there happening in general and over which I have no control, supposed to cope?

One answer is to decide that nothing matters anyway and give up caring. But that means deciding that my wife doesn't matter. And that my kids don't matter. And that art, and nature, and things that bring joy to my life, don't matter.

Another way is to decide that some things, ok maybe most things, don't matter, but that there are things that do, and those are the things that make it all worth it. I get to decide what those things are.

The first approach is nihilistic. The second approach is empowering. This film explores both approaches, and I was a sobbing mess at the end.

I will say there were times that I was a bit exhausted by this movie. It throws a lot on the screen and at the viewer, and occasionally it can't keep up with its ambitions. But this was mostly a home run.

Michell Yeoh does terrific work in this, but the MVP is Ke Huy Quan (Short Round from the ""Indiana Jones"" movies).

Grade: A.",6
2 January 2023,"Absolutely exemplary, truly brilliant, difficult to even put into words","Let's be frank: It's not possible to overstate how brilliant this film is. Filmmakers Daniel Kwan and Daniel Scheinert have given us a movie that is, truly, everything and everywhere, scattered and all over the place, nothing and all simultaneously. There is no stone left unturned, no inclusion to outlandish, far-fetched, and absurd to lump together, no idea that isn't thrown at the wall. Kwan and Scheinert have given us a hodgepodge mishmash smorgasbord as outrageous as 1967's 'Casino Royale,' 'Beyond the valley of the dolls,' 'Attack of the killer tomatoes,' every most preposterous B-movie, every most senselessly pompous and grandiose blockbuster, and every hopelessly overcooked blend of genres all smashed together into one picture. By all reason, this should be a horribly sloppy, nonsensical, blustery low-grade fancy of the sort we'd expect to see from Jim Wynorski, Charles Band, J. R. Bookwalter, The Asylum, Uncork'd Entertainment, or gods know what else. Instead, it's one of the most singularly imaginative, ingenious, flawlessly well made, stunning, captivating, entertaining features that has possibly ever been made. 'Everything everywhere all at once' is an instant modern classic, a true masterpiece.

There's no reason whatsoever why any of this should work as well as it does. Absurdism, surrealism, profundity, major drama, martial arts, science fiction, action-comedy, parody, satire, obscenity, racism, homophobia, animal cruelty, love, abject cartoonishness, family, universality, morality, kindness and cruelty, weakness and strength, nihilism and hope, unreserved bombast, art film loftiness, warmhearted sincerity, fierce violence - all this and much, much more, in a bizarre, kaleidoscopic cacophony of 139 minutes. Such far-flung notions apply to every single last aspect of the feature, even the aspect ratio. Sound effects, sound design, cinematography, direction, editing, lighting, costume design, props, effects, hair, makeup, production design, art direction, characters, dialogue, scene writing, the story, plot development, mechanics of the multiverse, music, choreography, pacing, comedy, messaging, tone, and more are all subject to the same wild whims wholehearted earnestness and indulgence, flipping in an instant from one mood or concept to another perhaps multiple times in the same scene. This is to say nothing of the acting, with everyone in this amazing cast giving extraordinary performances of arguably greater versatility than has ever been required of anyone in one other particular title. Michelle Yeoh, Stephanie Hsu, Ke Huy Quan, James Hong, Jamie Lee Curtis, Jenny Slate, Tallie Medel, and all others involved turn in displays wholly unlke anything else they've ever done. I'm simply astounded.

To discuss anything about this film, any one single element, would require a vast quantity of words far exceeding the space one is typically allotted. To discuss the picture at large, in substantial detail, almost seems like a Herculean task. All that I can say is that the title speaks as much to the content, and every small facet represents, as it does to the unremitting, all-consuming panoply of ideas that informed the work of the filmmakers, the cast, and the crew. From top to bottom, left to right, and inside-out, 'Everything everywhere all at once' is both overwhelming and not enough, wonderfully satisfying and rewarding but never leaving us sated, farcical and sensible, haphazardly kluged and precisely calculated - too much, and not enough. In recent years there have been multiple highly acclaimed and very popular movies that have played with the idea of the multiverse, and it's at best questionable if any of them have struck a chord of originality, a spark of genius, in the way that this has. While I heard nothing but good things about EEAAO and anticipated enjoying it before I sat to watch, never in my wildest dreams could I have been prepared for what it actually is. It's so over the top that I can't imagine it will appeal to everyone, yet crafted with such extreme passion and care, and bound up with such welcome, heartfelt authenticity and humanity, that it speaks directly to everything that audiences love about the medium in the first place. This is the type of picture that, love it or hate it, everyone needs to see at least once. I'm blown away. 'Everything everywhere all at once' is absolutely incredible, and isn't to be missed.",10
13 July 2022,Maybe I'm missing something...??,"I can imagine that some people would really like this film. I mean, it has a lot in it- action, comedy, wildly unexpected twists.

But personally, I need to really understand what's going on, and be invested, to sit through a full 2 hour 20 minute film. It took me a while to get my head around what was happening and by the time I did, I didn't really care.

The characters were alright. They definitely tried to flesh them out, but with the exception of Joy, the daughter, I didn't really care about any of them.

Overall, it just felt very average and I was checking how much was left to sit through from the 90 minute mark.
3 out of 6 found this helpful. Was this review helpful? Sign in to vote.
Permalink",6
22 March 2023,This winner is another example that the ACADEMY has no relevance,"I quit watching the Academy Awards a long time ago because it started choosing losers like this. Even the Producers (or whoever decides to lease movies to streaming services) had little faith that this movie could win BEST PICTURE. It's on Prime Video instead of being re-released to theatres. I suffered through the first 30 minutes & quit. Then i decided i should try to finish it to write this review. I JUST CAN'T DO IT. Even though i like Michelle Yeoh, this was not a superior performance.. Ke Huy Quan has a similar look to Jackie Chan & also looked a lot like him in the fighting sequence at the IRS office. I don't hate his Academy win. For me, this is nothing more than a B movie which the Academy now seems to champion.
24 out of 33 found this helpful. Was this review helpful? Sign in to vote.
Permalink",1
25 June 2022,Across The Multiverses I Chose You Because You're the Best Movie I've Ever Watched,"Across the multiverses i've seen thousands of movies and I chose you because you're the best movie I've ever seen, and being my number one favorite movie.

Just watch it and it was more that what I was expecting for. Super fun, super funny, super cool, gorgeous visual, I always laughing cause this movie was very funny. The story is kinda weird and absurd but trust me it was so so so so good, you need to see this movie once in your lifetime.

Within only 9 people in Visual effect team they're really do a great job cause the cgi and the visual effect in this movie was super good and the visual in this movie was so gorgeous, pretty I love it. And I think this is my favorite A24 movie and my Favorite movie cause there's all in this movie like sad, funny, super enjoying action, beautiful visual. I feel like I need to see this movie again cause I can't just watch it once in my life.",10
14 March 2023,This is Why I Go to Movies...,"It's been a really long time that I've seen something that reminds me of why I love movies.

It's rare I find a movie that is so human that you experience the gamut of emotions in one film. All of the actors were great and the characters well written. I laughed, I cried, I sympathized, rooted for, identified with, saw myself in some parts, it hit some inner child wounds, had me deep in philosophical thought and made me contemplate human nature...all in all it was a spiritual experience.

Human connection, The Human Condition, Family Dynamics and Dysfunction, Our Connection to the Universe.... I couldn't believe what I had seen and couldn't wait to see it again I knew that when I did I would see even more in it.

When they get it right it's like having an out of body experience and this is what seeing this movie the first time did.

Michelle Yeoh deserves all the awards possible for her acting very few people could pull this role off and she did it brilliantly.

What I really appreciated most were the obvious metaphors for mental health and the need for human connection and family support done in such a transcendent yet digestible way.",9
3 July 2022,beyond imagination,"See!? That's all I'm saying. Humanity is overrated. We're smaller than we think... I always impress by this kind of movies & series like Westworld.

I love the casting of the movie especially Ke Huy Quan but I couldn't get in touch with Stephanie's acting.

The story was beyond my imagination. Maybe the first hour of the movie was kind of boring but it was totally worth it. Only problem that I have with this kind of movies is that most of them have a happy ending. I don't know maybe eventually we have to enjoy little things in our life and say: yes we know that we are nothing in this universe and we can't do anything, but we're happy!...
8 out of 15 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
10 May 2022,This put shame to Multiverse of Madness,"Okay so Doctor Strange 2 was good but it's name was very misleading as they didn't even explore much about Multiverse. Coming to this movie, first of all, I found this movie very confusing and so I had to watch it's explanation later. One thing I had in my mind, why they chose Asian family? Could the same story be true about any other race? Later my friend told me it's because Asian parents they are very bad at showing their love to their childrens and the story centrally revolves around expression of love and choices.
5 out of 14 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
10 September 2022,Fever Dream,"Everything Everywhere All at Once is most definitely a highlight of this years catalog of cinema releases despite its flaws. Its wildly imaginative and has a radical new take on the multiverse concept. Its endlessly imaginative and really feels like a film where literally anything could happen. Its also really well crafted, especially for its budget. Its even more of an achievement given that it was made during the pandemic. Despite this I did find myself wishing there was more use of animation perhaps with the racacoonie sections.

Its by no means perfect though and has some significant flaws. It at times, like with the films of Wes Anderson, finds itself stylistically being quirky for the sake of being quirky due to a desire to have a unique and signiture auteurist style. This maximalist, post-modernist fever dream aesthetic is at times quite detrimental to the experience. One find themselve overwhelmed and confused, and the swifty pacing can makes it difficult to keep up. This sensation is also contributed by it being bursting with too many ideas and I think it should have been cut down. It definitely feels detrimentally long which is in part contributed to by in the third act every scene feeling like its the grand finale.

Overall its a brillianly funny and imaginative film which poeple will be talking about years from now. Despite its flaws I would highly recommend watching it. There really is nothing like it.",7
29 January 2023,Multi layer masterpiece!,"Give this movie all the awards!!!

This is one of those special/rare movies that we only get once a decade. To not watch it would be making a huge mistake. There are so many layers to this movie.... the storytelling, the cinematography, the perfect editing, the incredible acting, the perfect dialog, the amazing effects, the topics that it explores, the lessons it teaches, the widsoms it shares.... and that's just the beginning of it. There is so much more in this movie. It's the kind of movie you have to watch at least a few times. Once is just not enough.

The scene with the two stones was probably my favorite one. So incredibly original.

This movie breaks all the molds and completely shattered all my expectations. I was constantly on the edge of my seat. I didn't know what to expect next and I knew that it wouldn't be more than a few seconds before something wild, crazy, totally unique and unexpected happened next.

This movie is truly ""everything, everywhere, all at once.""",10
20 May 2022,Everything except impressive,"I have trouble turning off my brain. Anxieties, worries, mundane to-dos, even positive things, sometimes feel like they're swirling around in a chaotic funnel cloud and I would like nothing more than to sit in physical and mental silence.

""Everything Everywhere All At Once"" felt like the inside of my head. In a world of non-stop, 24/7 news, most of it bad, how is a person like me, who has trouble filtering out things that affect me directly from all of the other things that are just out there happening in general and over which I have no control, supposed to cope?

One answer is to decide that nothing matters anyway and give up caring. But that means deciding that my wife doesn't matter. And that my kids don't matter. And that art, and nature, and things that bring joy to my life, don't matter.

Another way is to decide that some things, ok maybe most things, don't matter, but that there are things that do, and those are the things that make it all worth it. I get to decide what those things are.

The first approach is nihilistic. The second approach is empowering. This film explores both approaches, and I was a sobbing mess at the end.

I will say there were times that I was a bit exhausted by this movie. It throws a lot on the screen and at the viewer, and occasionally it can't keep up with its ambitions. But this was mostly a home run.

Michell Yeoh does terrific work in this, but the MVP is Ke Huy Quan (Short Round from the ""Indiana Jones"" movies).

Grade: A.",6
10 May 2022,An ode to Chinese migrant mothers,"This movie was a fantastic telling of a Chinese migrant's story in an English speaking country. It's the story of my mother, and many others like her.

These women left all that was familiar and known for a country where they did not speak much of the language, or understand much of the culture. They left when most people are in their prime, when their potential was just about to blossom, and went to run a small business and live frugally so that their children could have a brighter future. But that future is a sea of unknown possibility, one that cannot be controlled, or even necessarily understood.

Michelle Yeoh does an incredible job (as she always does) of portraying a woman who is coming to terms with the internal conflicts of her past sacrifices, emotional trauma, cultural expectations, the love for her daughter, her relationship with her husband, and the harsh, unforgiving realities of running a small business in the US. Ke Huy Quan similarly amazes with his acting ability, becoming switching between different versions of the same man at the drop of the hat and portraying the typically misunderstood and underestimated, quietly spoken Asian man to perfection.

The story is about how our internal conflicts can both hinder and help us on our path to reconciliation and becoming the best versions of ourselves through choice and acknowledgement.

As a first generation migrant to an English speaking country from Hong Kong, I want to thank the entire movie team for their kind, nuanced, entertaining and heartfelt telling of our mothers' migrant stories. For telling this story in its messy entirety, and not just settling for a hygienic, polite version reiteration of migrants achieving the American dream, you have done us all an enormous service.",10
24 May 2022,Not for everyone,"Know what to expect...the idea is great and wonderful but the practical filmography and scenes that were VERY out there and extravagant is not for everyone. Personally to me it was too much, and I enjoyed some parts but would not necessarily watch it again or recommend.
2 out of 6 found this helpful. Was this review helpful? Sign in to vote.
Permalink",7
16 January 2023,Highly Overrated,"Not the popular opinion, but this one is another disappointing multiverse outing.

Unlike Dr. Strange: Multiverse of Madness, this one received overwhelming positive reviews which was the very reason for me giving this movie my time. But it turned out to be a dud. It took me to the verge of giving up after the first hour, and thought it might get better but alas not. Performance wise cheers for Michelle Yeoh and Ke Huy Quan. Other than that, it's silly and takes you on a skippable acid trip.

Bottom line: Definitely not worth the hype. Watch it without any expectations and you just might like it.

Watch it on Amazon Prime Video.
330 out of 531 found this helpful. Was this review helpful? Sign in to vote.
Permalink",5
12 April 2022,So different and enjoyable,"First Michelle Yeoh. I love her. She is awesome. The movie is weird and confusing and different and delightful. Be prepared to be confused for a bit then relax into it.
6 out of 14 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
6 April 2022,Nearly flawless,"I have no words. Every second was precious and full of excitement. It didnt even feel like a 140 min movie. I left the theater wanting more. Just speechless. Bravo!
7 out of 17 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
1 July 2022,The Wacky Riot That We NEED,"I have trouble turning off my brain. Anxieties, worries, mundane to-dos, even positive things, sometimes feel like they're swirling around in a chaotic funnel cloud and I would like nothing more than to sit in physical and mental silence.

""Everything Everywhere All At Once"" felt like the inside of my head. In a world of non-stop, 24/7 news, most of it bad, how is a person like me, who has trouble filtering out things that affect me directly from all of the other things that are just out there happening in general and over which I have no control, supposed to cope?

One answer is to decide that nothing matters anyway and give up caring. But that means deciding that my wife doesn't matter. And that my kids don't matter. And that art, and nature, and things that bring joy to my life, don't matter.

Another way is to decide that some things, ok maybe most things, don't matter, but that there are things that do, and those are the things that make it all worth it. I get to decide what those things are.

The first approach is nihilistic. The second approach is empowering. This film explores both approaches, and I was a sobbing mess at the end.

I will say there were times that I was a bit exhausted by this movie. It throws a lot on the screen and at the viewer, and occasionally it can't keep up with its ambitions. But this was mostly a home run.

Michell Yeoh does terrific work in this, but the MVP is Ke Huy Quan (Short Round from the ""Indiana Jones"" movies).

Grade: A.",9
14 March 2023,Something extraordinary,"I have trouble turning off my brain. Anxieties, worries, mundane to-dos, even positive things, sometimes feel like they're swirling around in a chaotic funnel cloud and I would like nothing more than to sit in physical and mental silence.

""Everything Everywhere All At Once"" felt like the inside of my head. In a world of non-stop, 24/7 news, most of it bad, how is a person like me, who has trouble filtering out things that affect me directly from all of the other things that are just out there happening in general and over which I have no control, supposed to cope?

One answer is to decide that nothing matters anyway and give up caring. But that means deciding that my wife doesn't matter. And that my kids don't matter. And that art, and nature, and things that bring joy to my life, don't matter.

Another way is to decide that some things, ok maybe most things, don't matter, but that there are things that do, and those are the things that make it all worth it. I get to decide what those things are.

The first approach is nihilistic. The second approach is empowering. This film explores both approaches, and I was a sobbing mess at the end.

I will say there were times that I was a bit exhausted by this movie. It throws a lot on the screen and at the viewer, and occasionally it can't keep up with its ambitions. But this was mostly a home run.

Michell Yeoh does terrific work in this, but the MVP is Ke Huy Quan (Short Round from the ""Indiana Jones"" movies).

Grade: A.",10
24 April 2022,Amazing,"It really is Everything Everywhere All at Once. Michelle Yeoh, who I know from Crazy Rich Asians, stars as ""an asian immigrant trying to do her taxes""
4 out of 7 found this helpful. Was this review helpful? Sign in to vote.
Permalink",
23 June 2022,"Almost amazing, Almost.","Brilliant writing and acting but not a fresh idea despite many saying. It has joy, laugh, comedy action, drama and important messages but for me it gives a scense of over do in some parts that throws the audience off & feels like too much! Maybe a different director could made this a masterpiece but anyway, really enjoyable and definitaly worth your time.
2 out of 4 found this helpful. Was this review helpful? Sign in to vote.
Permalink",7
3 July 2022,Just be a rock.,"I have trouble turning off my brain. Anxieties, worries, mundane to-dos, even positive things, sometimes feel like they're swirling around in a chaotic funnel cloud and I would like nothing more than to sit in physical and mental silence.

""Everything Everywhere All At Once"" felt like the inside of my head. In a world of non-stop, 24/7 news, most of it bad, how is a person like me, who has trouble filtering out things that affect me directly from all of the other things that are just out there happening in general and over which I have no control, supposed to cope?

One answer is to decide that nothing matters anyway and give up caring. But that means deciding that my wife doesn't matter. And that my kids don't matter. And that art, and nature, and things that bring joy to my life, don't matter.

Another way is to decide that some things, ok maybe most things, don't matter, but that there are things that do, and those are the things that make it all worth it. I get to decide what those things are.

The first approach is nihilistic. The second approach is empowering. This film explores both approaches, and I was a sobbing mess at the end.

I will say there were times that I was a bit exhausted by this movie. It throws a lot on the screen and at the viewer, and occasionally it can't keep up with its ambitions. But this was mostly a home run.

Michell Yeoh does terrific work in this, but the MVP is Ke Huy Quan (Short Round from the ""Indiana Jones"" movies).

Grade: A.",9
5 June 2022,Good,"I gotta say, the film made with such meticulous passion. I think it's a good film, but not a groundbreaking movie with lots of potential. Some emotional heartwarming moments and exceptional choreography. The emotional moments in this film were strong and tear-jerking.

It's a cinematic achievement that they made this movie with just $25 million. It looks and feels more expensive, especially the cinematography and the brilliant VFX works.
1 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink",6
10 September 2022,Pure ...,"This film is not only unique in decades but has never seen such a picture in history. I don't want to say which movie is better or not. This is a great human art. The same thing we feel when we read a perfect story without being a storyteller. This film has enough knowledge of classic cinema and made in such a way that the perfection is easily felt in it . I personally cannot ignore the place of this film in the history of cinema. A completely human film. Without any confrontation and at the same time without causing any disturbance in his pure and pure art. A film that is not artificial. It's easier to say, for centuries, no one has designed such an image that is so deep. It has nothing to do with ideology.

I'm just talking about the artistic texture of the film.

The unique realism of the story in the heart of such a structure is truly magnificent.
7 out of 14 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
24 May 2022,Everything Everywhere All at Once,"Evelyn (Michelle Yeoh) leads a hard, somewhat complicated life with her argumentative daughter, Joy, with whom she does not gel, a disappointed and demanding father who she still seeks to impress and a crumbling marriage to Waymond, Ke Huy Quan. She is also in trouble with the IRS regarding her laundromat in the shape of IRS auditor Jamie Lee Curtis.

Suddenly a version of Waymond from the Alphaverse tells her that Jobu Tupaki is out to destroy her and the universe, so she must draw on her skills and powers from the many other Evelyns across the alphaverse to defeat her.

It would be meaningless to try to explain or indeed do justice to the many elements of this bizarre plot. Often very funny, sometimes quite sad, it for the most part travels at incredible speed, featuring endless amazing and bewildering images that feed, ultimately, what this is about - there's no place like home. In watching this highly regarded, popular and soon to be ultimate cult film, it is perhaps understandable why some will find this a pretentious mess, but for those that do like a film on the edge that you are unlikely to completely take in on your first viewing - you do need to concentrate - it's best just to sit back and let it wash all over you and enjoy. There are no films like this - I did briefly feel it might be a very distant cousin of 'Hitchhiker's Guide to the Galaxy' but it is definitely its own beast and incredible to think it came out of America.",7
6 April 2023,What in the heck was somebody thinking?,"This is the second movie from this year's Oscars that I have seen and thought was STUPID!

I admit, I'm not a fan of multi-verse plotlines. But, you know, a similar plotline was in the Hitchhiker's Guide to the Galaxy. And that story was great! So, I know that odd plotlines can be great.

But this plotline seemed like it was written by two high-schoolers who made up weird stuff for the characters to experience. I tried watching the movie three times, moving forward from where I had quit. And still, I just didn't care.

So, no spoilers in this review. If you like movies that are intelligent, with great dialogue and super acting - THIS IS NOT IT!
23 out of 32 found this helpful. Was this review helpful? Sign in to vote.
Permalink",1
9 April 2022,Excellent! Brilliant!,"Excellent representation of human feelings and family relationships. It talks about love and acceptance.

It is funny, unifique and weird . The performance of the actors and actresses is amazing.
21 out of 38 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
31 March 2022,For Me,"I have trouble turning off my brain. Anxieties, worries, mundane to-dos, even positive things, sometimes feel like they're swirling around in a chaotic funnel cloud and I would like nothing more than to sit in physical and mental silence.

""Everything Everywhere All At Once"" felt like the inside of my head. In a world of non-stop, 24/7 news, most of it bad, how is a person like me, who has trouble filtering out things that affect me directly from all of the other things that are just out there happening in general and over which I have no control, supposed to cope?

One answer is to decide that nothing matters anyway and give up caring. But that means deciding that my wife doesn't matter. And that my kids don't matter. And that art, and nature, and things that bring joy to my life, don't matter.

Another way is to decide that some things, ok maybe most things, don't matter, but that there are things that do, and those are the things that make it all worth it. I get to decide what those things are.

The first approach is nihilistic. The second approach is empowering. This film explores both approaches, and I was a sobbing mess at the end.

I will say there were times that I was a bit exhausted by this movie. It throws a lot on the screen and at the viewer, and occasionally it can't keep up with its ambitions. But this was mostly a home run.

Michell Yeoh does terrific work in this, but the MVP is Ke Huy Quan (Short Round from the ""Indiana Jones"" movies).

Grade: A.",10
8 May 2022,If A Hong Konger Version Of David Lynch Had An Existential Crisis While Making The Matrix,"I must say: I was completely floored whilst watching the movie. Going on, I knew it was going to be an odd watch, but not to this level. It was an awesome, action-packed action movie that also had amazing acting and also had great humor and also had amazing production design, but it also had something to say, something quite profound about the state of life and how we should cherish it. Would watch this 10 more times if I could. 11/10 Guaranteed.
5 out of 13 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
20 February 2023,Nothing matters,"This movie can be a little over the top for some, especially if you don't like confusing moives. But if you like movies what you need to move your braina little bit, you're gonna love this one. It's not too much if you pay attention.

Beneath all this mess there is a valuable lesson in here: Nothing matters. Nothing what we do or have done matters because it's all going to be forgotten at some point and the world will end. So why bother? Why try to enjoy anything? The solution according to the movie is, because we can do it together. And it does have some truth in it. Even the worsts things are better if we have someone to lean on.
6 out of 13 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
